id,slug,user,content,published_date,location,hashtags,mentions,urls,images_urls,videos_urls,num_of_likes,num_of_retweets,num_of_replies,num_of_quotes,score,type,parent_tweet_id,topics,categories,created_at
t182,put-walk-history,u19,education current address market meet check. receive door senior pick could nothing. series man give media mind expect. ten against history until. of tree into cultural.,2022-05-20 23:52:11.443434,nan,[],[],['http://example.net'],0,0,4589,3340,763,623,9315,quoted,t5545181336,[],announcement,2020-11-09 07:01:47.557299
t183,read-job-trouble,u19,successful respond one statement expect military. father wife continue wait. growth house since moment. hospital player benefit top. travel help ever range final. box think talk hold cup be. involve off sort according heart everybody bag fear. interest administration vote fire.,2022-06-23 20:07:47.133800,1012530415.0,['#tech'],[],"['http://example.org', 'http://example.com']",0,0,7254,687,1629,159,9729,quoted,t4532857274,"['robotics', 'blockchain']",updates,2020-06-24 05:16:35.010271
t184,suggest-return,u19,order while investment. best society right right. challenge table assume carry and rise. dog sort for doctor. anyone no tree important technology interview. these cause moment good probably. miss simply whole well born.,2019-10-26 00:08:48.231284,nan,"['#machinelearning', '#python', '#coding']",[],['http://example.net'],0,0,8095,1810,260,589,10754,replied_to,t4717553540,"['technology', 'robotics', 'quantum computing']",case study,2021-08-27 00:50:17.397375
t185,set-meeting-one,u20,home interview size game. before far resource side reality serve company. start everybody large a. allow play reach expect few choose. at economic weight hospital year look. campaign voice when such management never future career. i similar check both daughter want better scene.,2023-03-25 22:47:56.101754,3868509379.0,['#machinelearning'],[],"['http://example.com', 'http://example.org']",0,0,6121,3025,1919,660,11725,replied_to,t9229258044,[],updates,2020-03-03 09:59:51.763853
t186,force-of-reveal,u20,door drug training week happy day. send turn night. necessary least huge their his. success growth product. level great this head. sell glass see after activity up election. attack relationship reflect social marriage. dream stay understand teacher.,2023-11-26 08:40:45.427221,6733394609.0,"['#machinelearning', '#ai']",['@user5'],"['http://example.net', 'http://example.org']",0,0,3322,2501,1269,443,7535,retweeted,t9069362321,[],tutorial,2022-11-07 20:09:02.089829
t187,itself-place-meet,u20,record claim throw whatever rich already. condition science financial off matter above represent sort. anyone western car citizen place heavy easy. carry everyone heavy future. care either central voice.,2022-09-05 07:58:05.952392,nan,[],"['@user3', '@user5', '@user1']","['http://example.net', 'http://example.com', 'http://example.org']",0,0,5915,2968,1124,310,10317,original,nan,['robotics'],case study,2021-03-07 21:51:19.947146
t188,foreign-note,u20,natural pull stage visit hospital. everybody foot pm white federal event. just kitchen line the industry available. rock tax all take leave feel pick.,2022-05-24 11:12:55.217203,6423013872.0,[],[],"['http://example.net', 'http://example.org']",0,0,8105,332,823,232,9492,original,nan,[],case study,2020-03-29 08:29:45.210532
t189,act-perform-machine,u20,left show sing century top personal out. goal wear option apply tax. again prepare be tree our commercial. admit fact must spring begin short area. thought interesting item art democrat person.,2019-09-02 05:13:47.500429,1716254800.0,[],"['@user2', '@user1']","['http://example.org', 'http://example.com', 'http://example.net']",0,0,4650,993,1840,524,8007,original,nan,[],tutorial,2024-04-02 15:38:18.692727
t190,each-something-feel,u20,stand story pay all step on building. race end hospital degree computer. try friend see anyone order serve. turn sound despite race. senior available lose bill worry. usually couple cell stand ready seven call.,2021-09-19 08:41:06.711049,4934266320.0,['#coding'],[],[],0,0,5423,157,1798,709,8087,original,nan,"['robotics', 'data analysis', 'artificial intelligence']",news,2020-10-02 02:23:42.074683
t191,not-see-long,u21,government artist miss word prove raise. pass foot speech every. south majority you throughout table cultural us. analysis year manager drop nation lawyer recognize. point few especially spend boy safe. mind which dark information.,2021-01-10 07:16:33.279093,nan,"['#machinelearning', '#tech', '#coding']",['@user4'],['http://example.com'],0,0,9799,4374,1322,360,15855,original,nan,"['science', 'artificial intelligence', 'robotics']",research,2022-04-17 15:09:48.840554
t192,ten-name-hard-drug,u21,follow bank couple. effect tend attention street. in senior exist kid effort record hair. american daughter relationship prepare majority remain traditional food. must him imagine beyond reach.,2020-02-22 06:05:42.946313,nan,"['#ai', '#python']","['@user1', '@user3', '@user2']",['http://example.net'],0,0,8706,1589,1069,472,11836,quoted,t8539424817,"['artificial intelligence', 'technology']",updates,2021-08-10 23:04:53.029202
t193,put-return-learn,u21,break relate none crime. that sort war place. science piece education still sense high your shake. technology world provide bill price nearly. with do never. whole physical case ground usually much. stage response show would surface.,2020-02-03 06:43:09.502320,7378362942.0,"['#coding', '#datascience', '#python']","['@user1', '@user5', '@user2']",[],0,0,9154,64,81,810,10109,replied_to,t5318648562,['blockchain'],case study,2020-09-17 05:44:15.728318
t194,finally-happy-page,u21,color by list yard return. should son cold cultural pattern build book test. who hour nothing. four road real determine serve six against. budget factor religious himself arrive. staff discussion reach artist. usually election industry over.,2024-01-25 17:37:23.920806,8581992574.0,"['#python', '#datascience', '#tech']","['@user5', '@user2', '@user4']",['http://example.net'],0,0,4850,2512,880,249,8491,original,nan,[],research,2022-03-28 11:44:11.912052
t195,dream-them-method,u21,others measure know military. raise speech tough condition our thank morning. yeah draw hot especially this. stuff specific including voice strategy administration minute. realize anything mission candidate join. place weight data employee event or.,2023-03-18 00:23:42.083188,nan,"['#tech', '#python']",['@user5'],['http://example.net'],0,0,5238,2144,1365,383,9130,original,nan,"['science', 'data analysis', 'artificial intelligence']",opinion,2020-12-28 19:04:32.819661
t196,fall-bit-piece-fact,u21,note stop education present. music cup statement performance stage arrive game. company take popular feeling final open. identify indicate agreement live big stay. hour five occur president. staff pull million right sense his painting.,2022-03-25 10:22:31.114502,4357721088.0,"['#tech', '#python']","['@user4', '@user3', '@user2']",['http://example.net'],0,0,7607,1136,828,341,9912,replied_to,t3570497084,"['artificial intelligence', 'science']",interview,2019-11-02 06:52:14.778003
t197,quality-eat-seven,u21,approach weight beyond direction. magazine fire mind marriage bring. long down guy too kid against. name memory senior collection age. school she new what data hear. simply computer population newspaper. herself cold hand fall capital money market. church theory woman daughter.,2021-10-04 06:16:31.223781,nan,['#coding'],"['@user1', '@user5']","['http://example.com', 'http://example.org']",0,0,2260,3758,1959,986,8963,quoted,t8302603412,[],opinion,2022-07-01 02:20:45.285981
t198,family-later-side,u21,cover here clearly improve amount challenge which. first skin race section. spend part support investment he accept. two fine call become green learn will. contain fear appear catch check far speak. team listen stock author.,2024-04-03 07:44:08.241369,nan,"['#machinelearning', '#tech']",[],"['http://example.net', 'http://example.org', 'http://example.com']",0,0,5495,2983,1888,64,10430,original,nan,['technology'],case study,2020-01-20 04:11:11.600588
t199,north-size-enjoy,u21,arrive reason success another court recognize. new fund sign stay. outside meeting across. doctor professor plan player save season view artist. choose professor course. just mouth give manager staff organization.,2023-10-16 21:38:40.398237,1534722562.0,[],[],[],0,0,6075,3269,1645,710,11699,quoted,t3789683438,[],event,2019-11-11 02:57:52.426818
t200,amount-walk,u21,range audience drop rock small mean guess act. adult resource person five. memory food six specific trouble among. value actually authority cold sport service. decision national since address my here.,2020-02-18 10:44:52.901664,4629539139.0,"['#coding', '#ai', '#python']","['@user1', '@user2']",[],0,0,9140,1485,1160,747,12532,quoted,t5704952272,['robotics'],updates,2024-04-10 03:48:35.958434
t201,on-my-low-all-leg,u21,evening then federal great. will training offer tree. night possible out voice deal couple. article point popular hear consumer another factor. first wait south a home story. can cause indicate computer industry north be along.,2024-07-29 06:43:59.902894,4556082601.0,"['#machinelearning', '#datascience']","['@user1', '@user5']","['http://example.net', 'http://example.com', 'http://example.org']",0,0,4457,1417,127,440,6441,original,nan,"['blockchain', 'data analysis']",research,2021-07-29 10:01:08.819957
t202,hour-good-give,u21,others similar check understand prepare visit friend. factor never reduce dream enough save. several focus young. result individual write room very room international wide. window church after ok. however sea store arm pay year total.,2020-10-12 01:58:03.799876,3249759347.0,['#python'],"['@user1', '@user3', '@user4']","['http://example.org', 'http://example.com']",0,0,6114,4357,1341,621,12433,quoted,t3070232654,['data analysis'],announcement,2022-09-23 05:25:37.539304
t203,vote-message-his,u21,also change them guess. and order do capital past. low trip particular animal. the political enjoy american coach including from. grow whose tree small growth benefit. war per community machine positive. his somebody statement example everything usually.,2022-03-24 18:13:53.867476,9913060976.0,"['#coding', '#python', '#ai']",['@user1'],"['http://example.com', 'http://example.net']",0,0,7749,467,756,83,9055,retweeted,t4818462550,"['data analysis', 'robotics']",tutorial,2022-12-16 23:00:33.353612
t204,might-away-property,u22,him her beautiful pick mention smile traditional. article girl assume attack. determine chair appear. sing success unit language grow decade attorney tonight. box range trial democratic second.,2021-08-02 03:37:36.743041,nan,"['#datascience', '#tech']","['@user4', '@user5']","['http://example.com', 'http://example.org']",0,0,1629,4828,516,764,7737,quoted,t7258151281,[],event,2022-06-09 16:15:51.106657
t205,bring-speech-common,u22,economy tax present physical standard. hospital news point. wish ten i compare. with decision activity star eat arm. realize agent president reveal project night ten. on term field kind paper their eight still.,2023-07-16 18:19:38.005168,nan,"['#python', '#datascience']",['@user5'],[],0,0,9504,1258,1399,32,12193,retweeted,t8815037282,"['quantum computing', 'data analysis', 'artificial intelligence']",case study,2022-12-30 13:50:03.493961
t206,attack-picture,u22,list team six own grow participant. water food recognize must. professor station skill civil dark popular tonight. foreign under card successful wide. pretty woman blue detail catch. would here raise improve employee.,2022-05-13 07:38:03.528836,4093558492.0,[],"['@user3', '@user4', '@user2']",['http://example.org'],0,0,7933,1909,397,650,10889,original,nan,['robotics'],event,2022-05-13 22:59:04.831383
t207,both-modern-i-like,u22,try player prove huge anyone. nation chair have stand. world certain drive instead benefit. image type themselves life. door conference cup agree. today point gas theory mission. term future school factor. detail event reach painting throw teacher.,2020-11-08 14:42:01.258710,5345347578.0,['#ai'],"['@user3', '@user1', '@user2']","['http://example.com', 'http://example.org', 'http://example.net']",0,0,1029,1926,1453,283,4691,replied_to,t8228917220,['data analysis'],event,2020-01-29 11:33:01.573734
t208,so-raise-practice,u22,adult responsibility begin involve office ground. reality southern realize may thousand hope. mean medical response account short. join without have true. through social state century choice source rest. sit show her politics really author.,2022-06-06 04:24:12.002754,9337662254.0,['#datascience'],['@user5'],"['http://example.org', 'http://example.com']",0,0,8763,4836,376,289,14264,original,nan,[],news,2019-12-29 03:41:32.413037
t209,others-easy-end-a,u22,represent into whole who let. inside catch this painting drop pass way consumer. southern tv say meet population base. stock ahead plan positive writer. institution chance message fund good live know believe. mouth growth art. occur long take attention billion smile simple.,2022-11-17 12:22:24.696895,nan,"['#datascience', '#tech']","['@user5', '@user1']","['http://example.com', 'http://example.net', 'http://example.org']",0,0,3636,3726,194,484,8040,retweeted,t9276165865,[],case study,2023-03-07 09:47:09.672705
t210,way-chair-land-plan,u22,play store and page leave chance. trade eye class dinner begin. allow suggest should drive. specific until boy face exist material. land maybe generation food another. bed which various hold traditional this still.,2022-12-02 09:51:19.027298,nan,"['#python', '#machinelearning']","['@user1', '@user2']",['http://example.net'],0,0,3140,2722,1129,996,7987,quoted,t1042767363,['robotics'],review,2020-01-07 22:26:13.204319
t211,whole-push-from,u22,fight mention first yourself. choose job nothing every. kid never community pretty mean drug. so shake week just happen pass value close. fill whole hotel sister light military stop.,2021-12-27 10:56:35.613676,2060542911.0,"['#python', '#tech']","['@user3', '@user1']","['http://example.org', 'http://example.com']",0,0,3471,2511,1169,787,7938,replied_to,t4895545010,"['quantum computing', 'blockchain']",interview,2023-09-20 07:56:12.536989
t212,participant-lot,u22,back investment evidence chair music speech simple. environment war tree western. service international common vote. recent go that politics foot. office blue probably decide finish. manage begin production civil my thus. buy by travel.,2021-01-02 07:14:37.260960,6497014040.0,"['#coding', '#datascience']",[],"['http://example.org', 'http://example.com']",0,0,2415,2771,1820,279,7285,replied_to,t1486547697,"['science', 'robotics']",research,2022-08-05 23:43:36.808145
t213,eat-goal-building,u22,leader main seat. customer thus rest woman bed scene your research. line official deal someone natural law. who pm student. mean pay bill want. sea road method claim everyone mean.,2020-04-25 07:18:46.367422,7076554432.0,[],['@user2'],[],0,0,1532,936,546,378,3392,replied_to,t8722673018,"['cybersecurity', 'science']",news,2023-12-26 03:51:13.481663
t214,account-economy,u22,future human phone machine week wide wear. protect situation speak style will fish computer point. serious rule collection. thus couple our safe assume. leg specific radio a room. main avoid pm exist team. language measure yes base. race sound wear might.,2020-02-11 17:23:00.891910,5085160645.0,['#tech'],"['@user4', '@user1', '@user3']","['http://example.org', 'http://example.com', 'http://example.net']",0,0,3917,4948,424,586,9875,quoted,t5215172710,[],news,2022-01-10 10:46:53.697838
t215,seven-paper-large,u23,benefit call peace respond order he state. drop war do. fall rule identify dog congress. agree onto end sure oil deep. value approach identify small ball quality through. stop day rather learn why already animal. community fund present behavior interview rather likely.,2021-01-26 06:21:13.775197,9543559535.0,"['#ai', '#python']",[],[],0,0,5779,2709,1485,60,10033,retweeted,t4642205291,"['blockchain', 'robotics', 'quantum computing']",opinion,2024-08-14 17:55:51.756930
t216,past-region,u23,continue successful society exactly support. give for sometimes traditional stand family sit. interview effect draw push environmental ball. evening such soldier image. sister lay prove effect hot all enjoy. use improve far.,2024-04-25 13:24:49.136240,1083966981.0,[],"['@user1', '@user5', '@user2']",[],0,0,9133,4258,1985,180,15556,replied_to,t2249712063,[],news,2021-08-31 09:00:17.086603
t217,daughter-treat,u23,option since cover. home occur low rate provide form career. with child article behind watch answer. goal yourself particular get talk relationship central thousand. car game address house. pressure government among fear often issue. resource medical front worker.,2020-08-24 09:09:45.620371,1070505087.0,['#python'],"['@user1', '@user2']","['http://example.net', 'http://example.org']",0,0,4557,4265,1341,818,10981,retweeted,t6130323296,"['blockchain', 'data analysis']",review,2023-01-28 03:03:38.255652
t218,concern-bring-the,u23,continue general even quality south hope. become political particularly paper personal. candidate learn expert range government out design. inside painting than sing type include. so director issue national onto big.,2019-09-19 03:00:56.308920,nan,"['#tech', '#python']","['@user4', '@user5']",['http://example.org'],0,0,8777,3327,35,794,12933,original,nan,[],opinion,2020-04-25 05:56:44.255756
t219,full-fast-first,u23,lose poor appear should least suddenly instead. bit sport carry spend whom friend. pattern onto movement respond forward six. on indicate brother city one mouth. relate time political move better choice. note night radio feeling media forward mind. board game nice some.,2020-07-12 23:03:52.345742,4605223386.0,"['#machinelearning', '#datascience']","['@user2', '@user1']","['http://example.org', 'http://example.net', 'http://example.com']",0,0,4273,4899,1091,877,11140,replied_to,t6586773000,[],news,2021-05-02 13:18:51.732440
t220,later-risk-deep,u23,from within animal gas sure include. during herself debate save. unit appear few society american front. respond discuss million effort career natural. perform fire leave congress pass.,2023-11-04 17:37:51.857199,nan,[],['@user1'],[],0,0,6633,1479,1204,716,10032,replied_to,t2445577537,"['quantum computing', 'technology']",case study,2021-11-26 04:29:00.633009
t221,total-high-often,u23,themselves when would adult blue mission. mission drop realize citizen project official people. become key wind. analysis small way. argue exactly wrong face style. actually poor get. however top official themselves nice right. population compare western increase space.,2022-08-12 23:12:54.429533,nan,"['#datascience', '#python']",[],[],0,0,2345,3581,764,719,7409,original,nan,['robotics'],interview,2024-08-11 00:25:51.644116
t222,leader-message,u23,reduce war commercial seek. instead yes area certain only cultural expert international. win bar provide beautiful. main adult until modern audience matter yourself. myself federal station change race church. cell meet join yeah four.,2023-08-06 23:24:38.799538,4872290421.0,['#ai'],[],['http://example.org'],0,0,5826,4416,390,865,11497,retweeted,t2552972264,[],case study,2020-01-15 13:35:41.622067
t223,amount-state,u23,sometimes study often third blue right. dinner form young camera between let education democrat. where spring doctor firm when. reflect weight concern. treat business military anything imagine. have another such. bill left class traditional. sister thank want field why.,2024-04-01 08:57:42.654436,nan,"['#tech', '#machinelearning']",[],"['http://example.net', 'http://example.org']",0,0,1829,585,1267,410,4091,retweeted,t8052774747,"['data analysis', 'robotics', 'quantum computing']",research,2024-01-22 11:49:27.917675
t224,reason-score,u23,down section region performance decide side seven north. ask someone site chance color bring. hair measure recognize new again enter us hear. collection create reflect them be ten. draw style than understand reveal light. forward democrat standard you throw unit.,2020-12-18 18:45:15.256805,7857517611.0,['#ai'],"['@user3', '@user5']","['http://example.net', 'http://example.org']",0,0,4877,1739,1474,176,8266,replied_to,t1931944606,"['blockchain', 'quantum computing']",updates,2024-03-20 02:42:47.949406
t225,church-do-manager,u23,garden room group edge scientist. if discover at box leave out public former. when build bed can science. world per speech republican. suggest either want technology course. send talk green somebody. have mouth door southern. simple free subject born.,2023-04-05 18:50:42.431585,nan,[],"['@user4', '@user3']",['http://example.com'],0,0,8885,2227,874,566,12552,quoted,t4060634061,"['science', 'blockchain']",case study,2024-07-12 11:19:52.575811
t226,accept-trip-civil,u23,show star never our. process by analysis society describe item fish sell. computer sort eight shake. but control already. decision woman example yet. boy lay south figure spend.,2023-01-06 19:57:40.695682,7986485772.0,"['#python', '#datascience', '#ai']","['@user3', '@user2', '@user1']","['http://example.net', 'http://example.com', 'http://example.org']",0,0,4644,574,1020,50,6288,original,nan,"['artificial intelligence', 'science', 'data analysis']",research,2021-07-04 21:44:40.218143
t227,discover-after-time,u23,sense accept good discussion. draw stop market line center investment. ready under key trouble join source. along customer team responsibility. deep heart analysis material gas these budget final. still politics research movement. spend history must likely edge star important.,2023-08-07 16:47:22.479756,9187623425.0,[],"['@user3', '@user4', '@user5']",[],0,0,8512,4409,1243,580,14744,original,nan,"['artificial intelligence', 'cybersecurity', 'quantum computing']",opinion,2019-09-23 09:18:51.673681
t228,art-i-western-my,u23,do one already recognize trade beat debate through. order apply audience also. site might out into direction well front various. later lawyer whatever science while available probably. together or tough western key. win sing fight prevent.,2024-05-26 09:31:06.135408,nan,[],"['@user1', '@user5', '@user4']",[],0,0,9933,2186,1163,865,14147,quoted,t1837625056,"['artificial intelligence', 'data analysis']",opinion,2022-11-12 12:43:02.018152
t229,history-common,u23,very able blue support country major. item hospital edge safe mouth. who kitchen sound. whole condition size there speech. number cut mouth. officer half offer high building building. guess resource will each.,2019-09-30 21:15:06.748017,nan,"['#ai', '#datascience']",['@user1'],"['http://example.com', 'http://example.org', 'http://example.net']",0,0,5305,3048,823,786,9962,retweeted,t9006693898,"['blockchain', 'cybersecurity', 'quantum computing']",review,2024-01-20 06:04:00.250379
t230,position-trip-yet,u23,game speak age what. movie affect process clearly center we response. poor mind their magazine. small wall run technology dream sport oil. argue get themselves address hope. for compare discover else share hospital design.,2021-06-22 06:56:29.573265,nan,"['#python', '#coding']","['@user2', '@user1']",['http://example.net'],0,0,2657,3927,1831,575,8990,retweeted,t3469640539,"['artificial intelligence', 'blockchain']",news,2023-01-10 19:37:56.731378
t231,moment-likely,u24,surface vote expect available large man adult activity. sort page skin thousand data. very something peace ago official. guess focus nice heart common others. leg alone garden indeed too now great record. little peace either store. account however rise.,2021-01-01 13:56:09.388348,1202750096.0,"['#coding', '#datascience', '#machinelearning']","['@user4', '@user2']",[],0,0,5235,3173,1789,105,10302,retweeted,t1535606152,"['data analysis', 'robotics', 'blockchain']",announcement,2020-06-20 11:11:18.369428
t232,whom-specific-right,u24,rise hot effort hard. discussion structure party mrs easy. crime article piece follow social. participant memory when send bad treatment speak. position war write ask read out. end or myself.,2020-01-30 06:52:14.657251,nan,"['#ai', '#coding']",['@user2'],['http://example.net'],0,0,7462,3690,1199,243,12594,original,nan,['artificial intelligence'],case study,2022-09-22 16:53:57.670540
t233,from-final-create,u24,develop role indeed walk could. foot sea should especially guy develop read. until race never popular science crime provide. this media during study we main impact since. institution cell become free eat but. too laugh build happy. house development western summer job rich.,2020-09-25 16:52:21.900307,8984433177.0,"['#machinelearning', '#ai', '#datascience']","['@user5', '@user2', '@user1']",[],0,0,168,1623,1835,588,4214,original,nan,['robotics'],news,2023-05-12 02:22:59.422877
t234,doctor-important,u24,fact left according kind help behavior respond. rate worker building employee effort. structure value education food camera beautiful traditional. area north image born before history yourself. eye upon anything.,2023-11-17 23:32:27.265774,nan,['#datascience'],"['@user4', '@user3']",['http://example.net'],0,0,3808,2953,1457,923,9141,original,nan,"['blockchain', 'artificial intelligence', 'data analysis']",tutorial,2022-11-25 12:42:26.818508
t235,imagine-consider,u24,walk if policy far. test produce the decide chance order make. toward at practice travel method low. sport wonder fill us say according tax. author always security attorney check. property last more body significant face strong.,2024-07-14 16:09:42.389436,3437682760.0,[],[],"['http://example.org', 'http://example.net']",0,0,4372,3353,1443,941,10109,quoted,t3538872838,['blockchain'],case study,2024-02-07 07:47:12.857088
t236,speech-ask-market,u24,sea outside but account former side necessary front. degree office police product city which town. pass cost oil less surface others. leg center respond summer land. century role could. should adult interesting. oil task billion central more respond turn. marriage once choose.,2023-03-06 23:58:27.123746,nan,['#machinelearning'],"['@user3', '@user4', '@user2']","['http://example.net', 'http://example.org']",0,0,477,466,1243,695,2881,quoted,t6055171255,['blockchain'],updates,2022-05-15 21:48:18.019328
t237,mention-area-where,u24,early present career science others total drop citizen. will within together pick official never no model. cup oil service. card property body the. beyond watch field wonder traditional ball may find. environmental interest rest risk.,2023-01-19 14:04:30.350226,nan,['#machinelearning'],[],"['http://example.net', 'http://example.org']",0,0,2406,2222,810,71,5509,original,nan,[],tutorial,2020-12-12 23:14:21.151797
t238,increase-hit,u24,visit finally field its. memory as body it brother center. past vote last culture understand news military. structure mouth husband white production part. increase discover particularly continue thank leg. least indeed budget see. player off land city then.,2020-06-22 09:20:04.040539,4359310715.0,"['#coding', '#datascience']","['@user2', '@user1']",[],0,0,8834,3609,1884,663,14990,retweeted,t8004702512,"['quantum computing', 'robotics']",research,2023-12-07 21:12:23.489902
t239,sound-anyone,u24,move act take money. game ahead hundred both keep mind story. central see bring next bed. out force subject read become also. very item rise part town accept last certainly.,2019-09-17 07:41:59.246370,6920497879.0,[],['@user3'],"['http://example.net', 'http://example.com', 'http://example.org']",0,0,6270,1150,1973,597,9990,replied_to,t4141044916,"['robotics', 'quantum computing', 'science']",case study,2020-12-09 16:34:30.821866
t240,wait-two-without,u24,star suddenly southern. purpose sort everybody defense myself might building no. argue billion ground especially first professor share. deal agent case bed stay strategy. remain when next standard. development picture member necessary. yeah shake individual use cost rich send.,2022-07-27 18:54:55.014790,3003292285.0,"['#python', '#coding']","['@user4', '@user5']","['http://example.org', 'http://example.net', 'http://example.com']",0,0,3496,3863,1542,613,9514,quoted,t1434027608,"['data analysis', 'technology', 'artificial intelligence']",review,2022-04-30 04:27:01.345360
t241,discover-arrive,u24,couple evidence international general. light decade raise. someone report trial wonder popular hold trouble win. design style smile country upon.,2023-05-10 12:26:20.843098,nan,[],"['@user1', '@user3', '@user5']","['http://example.org', 'http://example.com']",0,0,3256,70,132,142,3600,quoted,t4509163765,"['data analysis', 'cybersecurity', 'artificial intelligence']",announcement,2023-10-13 01:09:40.666414
t242,yet-stock-fish,u24,hospital think subject. suggest parent particularly town drug. they human old market after some not. serious we easy record important movement wonder. drug watch store he help nor. safe popular current north charge west business.,2022-01-18 09:52:05.455025,9109762306.0,['#ai'],[],"['http://example.com', 'http://example.org', 'http://example.net']",0,0,8950,4120,250,890,14210,replied_to,t7551503926,"['quantum computing', 'blockchain']",updates,2020-12-10 04:21:08.698688
t243,those-note-article,u24,discussion along matter several next place. nearly letter state together cost left subject least. rule reality support. buy skin crime firm western tv. cover yet growth give receive.,2024-05-08 20:56:51.760166,nan,[],"['@user1', '@user2', '@user3']","['http://example.com', 'http://example.net', 'http://example.org']",0,0,992,1896,704,70,3662,replied_to,t4324593384,['robotics'],review,2019-11-21 06:31:52.058574
t244,occur-reach-stay,u24,week each school wide painting certain member. almost wait fall student recently bill hair anyone. common force ball write sister price. american local build goal. new control congress us early strategy. item maintain career develop behind learn product phone.,2019-12-01 15:34:25.196624,2907786713.0,['#python'],[],"['http://example.net', 'http://example.com', 'http://example.org']",0,0,263,736,626,958,2583,retweeted,t3679834959,['technology'],news,2023-07-30 14:42:03.863814
t245,would-crime-modern,u24,bit value note organization. boy knowledge career bill sea common. hold party speech result. establish town change age. professor consumer level catch nothing. fill radio source prevent take central onto.,2020-10-26 07:44:35.289660,5945875609.0,['#coding'],['@user4'],"['http://example.com', 'http://example.org', 'http://example.net']",0,0,9603,2329,1167,885,13984,replied_to,t9284426205,"['robotics', 'blockchain', 'quantum computing']",news,2019-09-13 05:51:18.513780
t246,run-capital-live,u24,sign positive toward suffer total push. finish course religious single. something join sort. mind party soldier must source. start course speak. real suffer might kid sign sort bank pick. another item different area nor education his.,2020-02-16 06:35:20.378601,nan,"['#tech', '#ai']","['@user3', '@user4']",['http://example.net'],0,0,9124,1677,1813,273,12887,quoted,t7321176161,['quantum computing'],research,2020-07-20 03:06:56.135716
t247,pass-treat-three,u25,as pretty behavior mrs point. individual painting stuff child. commercial their ability sport. name travel team system involve. later decide forget. minute than training summer quickly.,2023-12-04 23:26:52.974928,nan,['#datascience'],"['@user3', '@user2', '@user1']",[],0,0,6710,1538,653,988,9889,replied_to,t8691517187,"['artificial intelligence', 'technology']",case study,2022-07-22 18:23:36.112385
t248,improve-little-no,u25,in clearly admit more. all nice move fall. pattern score letter off difference. recently camera whose range fire. while necessary sort information part daughter. begin research certain traditional suffer significant. this fact service south pretty relate dog school.,2019-08-31 10:31:26.210428,9184197564.0,['#datascience'],"['@user2', '@user5']",['http://example.net'],0,0,6479,2520,730,465,10194,quoted,t9527932584,"['data analysis', 'quantum computing', 'cybersecurity']",news,2024-08-11 09:38:42.587293
t249,high-back-response,u25,dinner size once finally. student green election national eat spring long. player sit discover enter interest. attorney through despite in eye explain. inside you career different receive safe can send. fear serve later imagine.,2023-07-17 12:41:01.224179,1003791530.0,['#python'],[],[],0,0,8752,3671,1969,918,15310,replied_to,t3482692810,['science'],updates,2019-12-21 10:28:14.848372
t250,sell-agree-against,u25,support majority program son hour plant street new. activity head enter political look. lead two wonder certain find. civil project doctor friend serve. less outside inside figure poor second executive.,2023-01-22 18:26:21.354012,9445184322.0,"['#machinelearning', '#datascience']",['@user1'],"['http://example.org', 'http://example.net']",0,0,4432,3217,679,490,8818,quoted,t7350984730,"['cybersecurity', 'artificial intelligence', 'technology']",opinion,2022-10-31 02:32:18.747333
t251,probably-after,u25,example agreement air help get create. social may issue back floor. success brother million you chance alone. difference grow old center. send film way bar. exactly statement same add. although ten several country school whether. way under democratic daughter defense at.,2020-12-10 19:23:40.750018,nan,[],"['@user4', '@user2', '@user1']",['http://example.net'],0,0,3862,4593,748,354,9557,replied_to,t2309284900,"['artificial intelligence', 'robotics']",announcement,2021-07-27 16:59:42.220696
t252,which-for-my-leave,u25,business well almost relationship. bring drive line especially east so word. certainly buy production certainly woman forward although. choice letter wear necessary. world provide bill either eat describe. trip chance per tough.,2020-11-12 12:11:25.298311,nan,"['#datascience', '#tech', '#python']",[],[],0,0,2784,963,926,195,4868,retweeted,t1848954563,"['quantum computing', 'robotics']",case study,2022-05-20 22:32:41.345926
t253,memory-still-far,u25,sign open city pm. tv effort budget bar significant raise left. make necessary rule court forward. expect blood treatment result firm. could many building similar. culture remember yard benefit. doctor indeed us.,2023-11-21 14:27:06.938056,nan,"['#datascience', '#python']","['@user3', '@user2', '@user4']",[],0,0,5393,1874,301,63,7631,retweeted,t7612474645,"['technology', 'data analysis']",research,2023-06-22 09:10:42.290100
t254,democratic-kid-news,u26,case concern low keep amount majority record increase. laugh book want machine. amount science talk wife language picture thousand. low east south south quite. this similar project hot image. experience according talk night which. employee south control particular part.,2024-02-06 05:21:47.982581,nan,"['#python', '#datascience', '#machinelearning']",['@user5'],[],0,0,8479,2019,505,781,11784,original,nan,"['technology', 'robotics', 'quantum computing']",event,2021-06-18 16:43:12.466359
t255,structure-discuss,u26,he same live station. appear hard everyone director box another wrong. she he check also. artist television garden adult. learn conference follow court father expect. impact car why mission.,2019-09-14 17:44:31.824233,1613869243.0,[],[],[],0,0,5923,2736,81,984,9724,retweeted,t9251118753,['cybersecurity'],updates,2022-01-21 18:42:17.380129
