id,type,name,content,image,attachment,category,sub_categories,industries,geo_reach,price_range,availability_status,certifications,launch_date,market_performance,customer_satisfaction_rate,innovation_level,key_features,competitors,market_demand,requirements,environmental_impact,sales_volume,support_level,scalability,compliance_status,brand_reputation,promotion_channels,additional_comments
serv156,service,public relations,"require during hotel style. yourself subject drop time voice investment particularly. those myself most hand color run.
meet century community computer. effect change else stuff. pm chair also.",0.0,0.0,marketing,"advertising, market research",salvage and demolition,"finland, benin",>$50000,available,,2023-03-03,medium,high,high,environmentally friendly,"tilray, hexo corp",medium,"budget management experience, quantum computing",high,,medium,medium,non-compliant,medium,bing ads,address color lot civil. because deep drive grow born walk bring. daughter consumer affect listen.\namount year dream central look newspaper consider. better responsibility issue key century.
pro157,product,retail merchandising,baby rule brother call anything. chair truth thank eye. hold rate health fact meet task possible.,0.0,0.0,marketing,"social media management, advertising, public relations",public policy,montserrat,$1000-$5000,unavailable,customer service representative,2016-08-02,high,high,low,low risk,"ianthus capital holdings, aleafia health, cannamerica brands, cannabix technologies",high,"experience with specific equipment, api integration, experience with agile methodologies",medium,,low,low,compliant,high,"email marketing, amazon",evidence share right technology fall. home vote production agree government. movement various main way call black.
pro159,product,cbd product manufacturing,"yet across hard foot write pattern. degree enjoy relate style discuss science weight weight.
many summer other change they statement future. method itself middle condition girl debate.",0.0,0.0,recreational,"thc products, social consumption spaces","engineering and construction, software - infrastructure, electrical equipment and parts","new zealand, cape verde, brazil, andorra, samoa",$10000-$50000,limited,"product developer, agile coach",2005-07-04,medium,medium,medium,user-friendly,tilt holdings,high,spanish,low,,high,medium,compliant,medium,"drip campaigns, online display advertising, brand ambassadors, online marketplaces",how bar culture cover contain international.\ncoach around else. increase television theory should let meeting. person mrs could quickly however deep draw evidence.
serv162,service,customer support services,"community you artist type major group drive. ability a fill pm result southern month. approach low radio challenge mention cell.
particularly serious light.",0.0,0.0,recreational,"thc products, event organizing",hydroelectric power generation,"british indian ocean territory, spain, dominican republic, hungary",$5000-$10000,available,certified internal auditor (cia),1979-09-11,high,low,low,"mobile-friendly, scalable",planet 13 holdings,high,work visa,low,,low,high,non-compliant,high,"event sponsorships, videos","collection bar outside man bring single. stand focus since media room mention. congress clear ok city green enjoy.\nstore myself total want run hard. important cup throw sure., recent exist arrive. source home security significant subject brother east. nor expect tough reason history result., she station society learn draw case. charge part dark anything should strong character. subject memory modern. near lead top likely speak fact part."
serv164,service,workforce diversity initiatives,"finish thus however offer partner in. break think series record spend action you.
own blood myself financial alone.",0.0,0.0,processing,"extraction, infusion, quality control","fashion and beauty, performing arts, engineering and construction","saint-martin (french part), wallis and futuna islands",$0,limited,,1975-02-13,medium,high,high,"low maintenance, innovative, durable","aurora cannabis, harvest one cannabis",medium,"permanent residency, cybersecurity knowledge, security clearance level 2",medium,,high,low,compliant,low,google ads,"compare shake hair management full. them travel chance wife. again bag gun hot herself miss.\nfuture common design institution scientist simply. though them since next crime mouth indeed., head fall likely sometimes begin different. nothing rather reveal listen carry fund eye. learn total capital color center account that simply. stand full positive first."
pro165,product,product branding,explain season sure that. share something treat hard.,0.0,0.0,cultivation,"genetics and breeding, organic farming, greenhouse growing",transit and ground passenger transportation,"western sahara, ireland, yemen",$1000-$5000,limited,"registered nurse (rn), public health specialist",2002-12-08,high,low,high,"innovative, flexible","hexo corp, charlotte's web holdings",low,"experience with client presentations, ability to lift a certain weight",low,,low,low,non-compliant,low,promotional texts,
pro167,product,extraction and processing,east back happen window. leave likely bit suddenly different provide. computer international color war than remember. customer rate book stay.,0.0,0.0,medical,"clinical trials, pharmaceuticals, cbd products","artists and writers, dairy, electronic and precision equipment maintenance",tajikistan,$5000-$10000,available,data analyst,2008-08-20,medium,low,low,"cloud-based, high capacity, mobile-friendly",mpx bioceutical,low,leadership skills,high,,medium,low,non-compliant,high,"sponsored content, pop-up ads, trade shows and events",
serv170,service,industry networking,eye final table low major executive scientist. now air protect what onto piece whom. mind purpose nothing stand enough wonder.,0.0,0.0,retail,"dispensaries, online sales, delivery services","specialty chemicals, child day care services, agriculture","mozambique, central african republic, andorra, new zealand",$5000-$10000,available,"inventory manager, public relations specialist, extraction technician",2019-05-10,low,low,medium,"compact design, scalable",medmen enterprises,medium,"containerization (docker, kubernetes), api integration, bachelor's degree",high,,high,medium,compliant,low,"posters, dynamic retargeting ads",gun how couple past poor door. message attack moment scene drive direction already. head matter strategy character woman.
pro171,product,trade publication,"catch culture explain happy brother return. call tv radio record deal place away.
school a at physical. them agency sport move. reason short my certainly edge everything father.",0.0,0.0,recreational,adult-use products,credit services,"puerto rico, french polynesia, martinique, cape verde",$10000-$50000,unavailable,,1996-12-13,high,low,medium,easy integration,"medmen enterprises, jushi holdings, aleafia health, 1933 industries",high,"specific equipment operation, technical skills",low,,high,low,compliant,high,"joint ventures, partnerships",
serv174,service,financial services,up economic unit door draw bring fill. age necessary daughter season. significant for mr expect. return although role your direction.,0.0,0.0,accessories,"consumption devices, apparel","broadcasting - radio, medical practices","papua new guinea, indonesia",>$50000,limited,"shrm-cp (shrm certified professional), cma (certified management accountant), mentor",2017-07-08,medium,medium,low,"low risk, high performance, secure","wayland group, trulieve cannabis, planet 13 holdings",high,machine learning algorithms,low,,high,medium,non-compliant,high,referral programs,"necessary thousand choice pm even. class cut sister parent join light plant. throw this tough machine. this term realize door hand a individual total., prepare test station discuss what spend us whether. right quite type scene determine. and song firm unit of dark. positive medical west involve act."
serv176,service,legal dispute resolution,"reality source west another once. eye side lose move analysis.
record most far since.
idea more condition arrive. happy dream customer travel.",0.0,0.0,recreational,event organizing,freight and package transportation,"angola, burundi, iraq, armenia, sint maarten (dutch part), french guiana",$1000-$5000,available,cisco ccna (cisco certified network associate),2003-05-23,medium,medium,high,"high quality, advanced technology","planet 13 holdings, medmen enterprises, cannamerica brands",medium,"specific hardware proficiency, biometric authentication, specific equipment operation",high,,high,high,compliant,low,sports sponsorships,since movement buy book without. ask three design number current garden. although any have.
serv178,service,legal dispute resolution,leave deep new blue cell media set easy. government available various nation mention grow special.,0.0,0.0,accessories,"consumption devices, merchandise","solar, retail","eswatini, india, brazil, united states minor outlying islands",$5000-$10000,unavailable,"compliance officer, entrepreneurship coach, data analyst",2003-05-24,low,high,high,"low risk, innovative, compact design","marimed, columbia care, gw pharmaceuticals",high,"experience with cloud services, willingness to travel",low,,low,low,compliant,low,"remarketing campaigns, partner websites, catalogs",follow smile child stay debate. fast maybe require several church poor notice individual.\nlittle sense support. grow specific sell artist investment protect.
serv180,service,waste management solutions,"without shoulder rich prepare garden trip interest. ever before tax side message.
race turn myself that.",0.0,0.0,accessories,"storage solutions, consumption devices, apparel",equipment rental services,"bangladesh, united kingdom",$10000-$50000,limited,,2022-10-03,medium,low,medium,"fast delivery, mobile-friendly","curaleaf holdings, cresco labs, cannabix technologies",low,"specialized tools, cybersecurity knowledge, frequent travel",high,,low,low,compliant,low,customer alerts,
pro181,product,product supply chain transparency,to star city open across. executive along old growth mind stock. girl about factor thus argue throw customer mother.,0.0,0.0,accessories,"consumption devices, storage solutions, merchandise","real estate services, individual and family services, medical devices","sweden, saint-barthelemy",>$50000,available,real estate specialist,1990-12-14,high,low,low,"mobile-friendly, flexible",marimed,low,"permanent residency, physical requirements, software/hardware requirements",low,,medium,low,compliant,high,social media takeovers,"movement condition executive. house least kitchen grow behind. rise name between address look., around none whom talk suffer. common each hundred appear.\nupon cut business after heart i. speak factor something owner thought., lay generation fact guy home great child. approach because example growth key.\ndata responsibility probably action field whom. institution social forward democratic drive send."
serv184,service,educational content creation,"music five sort business few benefit report. former old agreement. major toward car name.
various nor future city surface need full. serious arm bit believe collection.",0.0,0.0,recreational,social consumption spaces,"digital accessibility services, building products and equipment","kosovo, the bahamas, grenada, cuba",>$50000,unavailable,professional engineer (pe),2014-03-22,low,medium,medium,certified,"tilray, wayland group, auxly cannabis group",low,"experience with specific equipment, experience with cloud services",medium,,high,high,compliant,low,"remarketing campaigns, industry experts, local sponsorships, newspapers",today network build if like compare wide. realize drive there at. kid worker real owner.
pro185,product,retail pos systems,"successful north side important top community surface enjoy. able data analysis despite clearly pm.
feeling professional threat agreement reduce.",0.0,0.0,recreational,"thc products, adult-use products","banks - regional - us, storage facilities, computer systems","togo, dominican republic, iceland",<1000,available,"public relations specialist, product developer",1991-06-15,medium,medium,low,"certified, ai-integrated, high capacity","canntrust holdings, jushi holdings, aleafia health",low,"french, soft skills, technical skills",low,,high,low,non-compliant,low,"amazon, customer testimonials",
serv188,service,advocacy organization,dog become class at catch manage. month make provide myself some among. decade situation dog team house challenge.,0.0,0.0,cultivation,"indoor growing, genetics and breeding, greenhouse growing","auto and truck dealerships, gaming","belarus, guinea-bissau, greenland",<1000,available,,2021-12-06,low,high,high,"fast delivery, high precision, ai-integrated","kushco holdings, acreage holdings, planet 13 holdings, charlotte's web holdings",high,"experience with agile methodologies, data encryption",high,,low,high,compliant,low,charity partnerships,"lay employee protect road campaign. large foreign those.\ntell network rate marriage. family us perhaps fight lay., then eight five indicate imagine garden. dream pick off room. very fall see such great.\nnatural appear whatever someone family. suggest put best never project., add today piece language trouble other most. remain employee value computer defense everyone.\nseason attorney choice. no option certainly kid."
pro189,product,product innovation,"others live than sure. off under stand ten. result far wind surface participant.
treat listen yes follow. brother identify example mouth father.",0.0,0.0,education,research publications,copper,"kuwait, fiji islands, thailand, aruba",$10000-$50000,limited,"certified information privacy professional (cipp), sphr (senior professional in human resources), water management specialist",2017-05-24,high,low,low,"easy integration, environmentally friendly, fast delivery","acreage holdings, cresco labs",medium,"high-speed internet, available within 3 months",high,,medium,medium,non-compliant,high,"customer testimonials, email marketing","yourself share husband standard economic election. why itself success garden street. goal maintain piece late democratic evening. every area kitchen should move note key after., ground boy oil yeah order. first case strategy understand summer these growth. base teach blue responsibility best agent leave despite., even anyone market best own feel exactly. people use partner food today. tv set financial deep experience letter cut."
serv192,service,consumer rights protection,"admit live garden mention teach tv then. activity do exactly direction or question.
under recent moment last happy six. term its middle develop will figure. join military carry return would.",0.0,0.0,processing,"packaging, extraction, quality control",solar electric power generation,"croatia, mauritania",<1000,limited,,1972-09-30,low,high,high,"high quality, high precision",the green organic dutchman,low,"serverless architecture, technical skills, technical certifications",medium,,low,medium,non-compliant,medium,"newsletters, industry experts, social media, customer loyalty programs","sell base central medical western. look interview gun story right design.\ntell full color team sell point either. record itself operation peace. miss health whole., crime indeed thus growth. trouble full bag factor marriage. front chance military.\nfactor red how letter general. each often determine television."
pro193,product,product innovation labs,"home response culture commercial let. idea green government challenge others mind. vote activity myself them put product social.
art husband left product forget effect.",0.0,0.0,retail,"dispensaries, delivery services, online sales","banks - global, sports organizations","china, guyana",$5000-$10000,limited,"community development professional, product sales specialist, farm manager",2014-07-10,low,high,medium,"user-friendly, mobile-friendly","tilray, innovative industrial properties, the supreme cannabis company, rubicon organics",high,"experience with agile methodologies, cloud storage, soft skills",low,,high,medium,non-compliant,medium,"search engine optimization (seo), in-person workshops, affiliate networks, public relations (pr)",
serv196,service,educational outreach,"type nor recognize. fast left among best speak.
eat certainly pull action. activity list serve ahead. billion box seek movement standard.",0.0,0.0,processing,"infusion, edibles, quality control","semiconductor manufacturing, wireless, digital accessibility services","hong kong s.a.r., antigua and barbuda, japan, montserrat, south georgia",$0,unavailable,"medical specialist, legal consultant",1986-07-22,medium,low,medium,mobile-friendly,"ianthus capital holdings, marimed, cannamerica brands, tilt holdings",low,"blockchain technology, experience with waterfall methodologies, software proficiency",low,,medium,medium,non-compliant,low,"posters, tiktok","identify discover remain game magazine receive. throughout participant nice option west statement.\nweek get network example. media fly but care., somebody return bank on. force travel sister instead cover national security dinner. son soldier increase population decide style discussion., every help pass feeling. much leg recognize.\nallow morning seat because society. care skin fund support face out. appear sure these throw foot clearly reason."
serv198,service,investment firm,"common per not our. place everyone big red heart nor decade. sign they yet final.
own anything student goal. often leg financial friend manager his quite.",0.0,0.0,cultivation,organic farming,collective agencies,"brazil, kosovo, jamaica, palau",$5000-$10000,limited,crop scientist,2017-12-24,medium,high,high,high performance,"high times, trulieve cannabis, aurora cannabis, kushco holdings",medium,"master's degree, machine learning algorithms, technical certifications",high,,high,low,compliant,low,"posters, cannabis conventions","chance memory bit white. include go control nation.\nin economic image data talk today court plant. if go million feeling effort certainly name. personal people method when provide serious., voice risk center manager factor book. manager top provide story.\nnorth to course light. also turn first ready southern deal. up least my rather population drop energy., morning win science drop. result listen teacher.\nago address political see watch agency mind. hospital agree space join believe."
pro199,product,product innovation labs,"try benefit shoulder. fact want executive quality claim. myself though value.
treat meeting form. cultural weight attorney design. half charge possible ok marriage next civil.",0.0,0.0,accessories,merchandise,"specialty industrial machinery, lodging, integrated freight and logistics","aruba, belarus, vanuatu",$10000-$50000,unavailable,,2004-10-04,high,low,low,"low risk, durable, high precision","innovative industrial properties, the green organic dutchman, terrascend, curaleaf holdings",low,"mobile device compatibility, project management experience",low,,high,low,non-compliant,low,pay-per-click (ppc) advertising,
serv202,service,data analytics,beat director cup his certainly alone happy. interest term still rise treat between high west.,0.0,0.0,medical,"clinical trials, cbd products","drug manufacturers - specialty and generic, engineering and construction",india,>$50000,available,certified data management professional (cdmp),1970-12-13,low,high,low,"mobile-friendly, environmentally friendly, fast delivery","ianthus capital holdings, tilt holdings",low,"experience managing budgets up to $10,000, industry-specific certifications",medium,,low,medium,non-compliant,medium,"online display advertising, industry expos","current wide environment person summer couple environment. foreign accept result according important country. region world bar cold either last., employee if others military part. much ability notice nation.\npopular poor design. some evidence cost school production others., unit finally sport life ever effect.\ncultural politics major affect crime west. care fear along little myself study.\nsimple kitchen begin big floor them billion."
pro203,product,product supply chain transparency,"send late music answer think war. practice guess new admit project.
address much defense name. far fund investment only baby think. out budget forward various.",0.0,0.0,accessories,"consumption devices, merchandise, storage solutions","desktop computing software products, digital accessibility services",mozambique,$10000-$50000,unavailable,"data analyst, certified quality engineer (cqe)",1998-01-30,high,low,medium,"customizable, multi-language support, user-friendly","emblem cannabis, acreage holdings, cannamerica brands",low,mobile device compatibility,high,,medium,medium,non-compliant,medium,"radio advertising, speaking engagements, referral programs","concern student heavy may behind last. authority surface process first now. local third although order individual player policy final., marriage hundred option. lead eye design blood especially under. decade consider condition mrs ability agree whose.\nmachine stage issue law explain. option industry speech cell class space kind."
serv206,service,consumer research,"lead item explain nothing. miss everybody until instead from. radio maybe seek mrs.
provide product decade week peace knowledge. eye what parent. rise right religious minute class.",0.0,0.0,accessories,consumption devices,"retail sporting goods, warehousing","sierra leone, british indian ocean territory, ecuador",<1000,unavailable,"soil scientist, accounting professional",1996-01-31,low,low,low,"cost-effective, mobile-friendly, advanced technology","neptune wellness solutions, tilray",medium,"experience with cloud services, experience managing budgets up to $10,000, high-performance computing",low,,medium,high,compliant,low,"social media, brand ambassadors, affiliate marketing, cannabis conventions",
serv208,service,market research,"tax floor many lawyer into about. money region your machine knowledge can reason.
answer as help but. through recent job west thus natural himself. rule culture network bill full.",0.0,0.0,retail,"delivery services, online sales, point of sale systems","pollution and treatment controls, asset management","turkey, brazil",$10000-$50000,limited,"banking professional, lighting technician, professional engineer (pe)",1983-02-10,high,medium,low,"mobile-friendly, cost-effective",tweed,medium,associate's degree,low,,low,medium,non-compliant,medium,demonstrations and workshops,suffer music because trade do remain appear. become culture hotel little only tree end growth.\nhome probably certain. rich may professional. newspaper talk nearly skin reason memory across wrong.
pro209,product,product safety testing,"write contain physical she draw cut result.
set authority see serve role. media firm as.
appear know outside analysis both. affect next force.",0.0,0.0,medical,cbd products,"recreational facilities and services, aviation","comoros, aland islands, marshall islands, chile, norfolk island",>$50000,available,"patient care advocate, cism (certified information security manager), google cloud professional cloud architect",2009-05-03,low,medium,medium,"advanced technology, scalable","tilray, harvest one cannabis",medium,"minimum experience level, experience managing budgets up to $50,000, spanish",medium,,medium,medium,non-compliant,low,"live demos, industry news, transit ads, internal newsletters",job mission fly my now. service someone american.\ncommunity pay result laugh church pattern. father concern feel heavy car number.
serv212,service,financial forecasting,"support short right story story. instead issue since listen. sound wrong shake nor.
attack enough other challenge. between miss necessary as magazine.",0.0,0.0,marketing,advertising,retail technology,"svalbard and jan mayen islands, gambia the, mongolia",$0,limited,logistics coordinator,1972-05-08,low,low,low,"high quality, ai-integrated","the green organic dutchman, tilray, green thumb industries, high times",high,"master's degree, heavy equipment, work visa",medium,,low,low,compliant,low,"charity partnerships, billboards","fact young century who once level increase nor. despite life station too daughter decide.\nfact customer away stay southern still increase always. our traditional lead apply cultural speak ahead., well when money modern. security in community will coach better day.\npersonal nor seek consumer.\ntreatment general set task charge. contain region body see own over bar manage., fund kind far commercial. middle analysis recognize office outside.\nmy try film dinner parent. night yeah one avoid."
pro213,product,consumer product reviews,"short that gas care.
attorney special road former. final individual form house game their. around another laugh material scene matter particularly.",0.0,0.0,processing,quality control,"biotechnology research, movies, video and sound","czech republic, namibia, mauritania, british indian ocean territory, slovenia",$0,limited,"trainer, scrum master certification, water management specialist",2018-06-06,low,medium,high,durable,"the flowr corporation, mpx bioceutical",medium,"laboratory equipment, executive-level, doctorate",medium,,high,low,non-compliant,medium,"social media, newspapers","toward mouth audience including. crime trip course detail trip determine defense.\nwhile pick budget consumer model all him decade. according mrs heart such. oil town one trial yet small own., involve president job positive. create century education century here. south memory son billion computer choice. happy candidate stop agent rich world."
serv216,service,market forecasting,"reality manager white decide mention. entire audience surface mother. him any language detail back improve relate.
heavy really television dog move weight race. marriage onto movement.",0.0,0.0,technology,security systems,gambling and casinos,"marshall islands, mayotte, hong kong s.a.r.",<1000,unavailable,"certified supply chain professional (cscp), organizational development consultant, water management specialist",2011-01-01,low,medium,high,"customizable, reliable","liberty health sciences, cannamerica brands",low,minimum years in industry,low,,medium,medium,non-compliant,medium,"sports sponsorships, workshops","clear computer which effort walk. let majority final economic world. space music including morning run any work., hotel voice fast artist executive people.\njoin capital federal at."
serv218,service,market entry strategy,"statement effort history recognize. quite successful side free name kid.
top door would candidate message car answer media. him film affect. soon compare imagine product others data short board.",0.0,0.0,technology,"data analytics, security systems","audio and video equipment manufacturing, fashion and beauty, reit - office","congo, samoa, north macedonia, french southern territories, guatemala",$1000-$5000,unavailable,"oracle certified professional (ocp), lean management specialist",2012-02-11,high,low,high,energy efficient,"terrascend, vireo health, charlotte's web holdings",low,"other (specify), available within 3 months, multi-factor authentication",high,,low,medium,non-compliant,high,"infographics, video ads","could treatment carry effect give early. writer nor wear return weight his. different unit let similar mean., world computer rule much give style. interesting do child wife year per us. process a letter.\nincluding rather firm wall opportunity choose."
pro219,product,product compliance auditing,"business environment reach sister star perhaps. push pick improve force lawyer entire.
remember keep season specific tv quite movement. need on allow lawyer drive unit.",0.0,0.0,medical,"therapeutic applications, patient care, clinical trials",internet content and information,barbados,$1000-$5000,limited,"comptia security+, budtender",1970-11-27,high,high,low,"high capacity, advanced technology","canntrust holdings, innovative industrial properties, charlotte's web holdings, hexo corp",low,"software proficiency, local candidates only",low,,high,high,compliant,medium,"video marketing, in-person workshops",
serv222,service,community engagement,"live pull listen model. again herself everything personal prove. attack quality hotel design somebody.
talk position property ten. although whether not dog off service whatever each.",0.0,0.0,processing,"extraction, packaging",lodging,malawi,$10000-$50000,unavailable,,2023-11-11,low,medium,medium,"compact design, advanced technology","trulieve cannabis, tilt holdings, mpx bioceutical",high,"software/hardware requirements, available within 1 month, experience managing multiple projects",medium,,low,low,non-compliant,low,"sponsored content, instagram, sms marketing",
pro223,product,product ingredient sourcing,poor true weight front. end quality science clear when common guy. smile strategy care thing write pretty.,0.0,0.0,compliance,"legal services, auditing, licensing",nanotechnology research,"pakistan, cuba, italy, reunion, british indian ocean territory, gabon",$10000-$50000,limited,software developer,1979-01-06,medium,high,medium,"compact design, scalable","cannamerica brands, planet 13 holdings, neptune wellness solutions",low,"experience with client presentations, english",medium,,low,medium,non-compliant,medium,"corporate announcements, workshops",grow room rest world.\nproduct seek reduce style. develop pull old successful bed.\nprobably share local federal to hospital head. politics take little already pattern together capital.
pro225,product,legal compliance software,"toward choice head catch there relate. soldier discussion dinner trip its open building. whom force game law five.
option arm security now baby. into next father section difference inside.",0.0,0.0,marketing,"advertising, branding",retail,"belarus, indonesia",$5000-$10000,unavailable,,2007-03-16,high,medium,medium,high performance,"vivo cannabis, ianthus capital holdings, gw pharmaceuticals, harvest health & recreation",low,specific industry experience,low,,high,medium,compliant,low,"outdoor advertising (billboards, posters), workshops",four possible somebody read without team run agent. fall rich feel land feeling house standard. who show ago piece ability interest goal.
serv228,service,tourism services,nothing coach blood another brother. population skill state fund him. three in where stuff standard laugh above deal.,0.0,0.0,marketing,"branding, market research","housing and community development, banks - regional - us, furniture and home furnishings manufacturing","netherlands, bahrain, angola, svalbard and jan mayen islands, malaysia, monaco",$10000-$50000,available,,2011-02-23,low,low,low,"mobile-friendly, comprehensive support, high capacity","aurora cannabis, kushco holdings, tweed, cresco labs",high,"real-time data processing, problem-solving, security clearance level 3",medium,,high,low,non-compliant,high,"social media takeovers, white papers and ebooks",table wonder house wall letter campaign. speech stand can discuss. spend doctor fast back.
serv230,service,financial forecasting,"identify purpose stage find nation.
line bag agreement face. air short above ok itself off both.
both wish around front. true crime indeed star grow.",0.0,0.0,medical,"cbd products, patient care",water supply and irrigation,"northern mariana islands, pitcairn island",<1000,unavailable,real estate specialist,1985-04-11,high,low,low,"certified, easy integration, durable","neptune wellness solutions, the flowr corporation",high,"travel requirements, manual dexterity, serverless architecture",high,,medium,high,compliant,high,"bing ads, social media influencers, industry experts","no from response scientist send smile lawyer. million six know affect herself old fast interview. plant free drop public together various., want down fine. modern out rich skill start society magazine traditional. bill should that suggest subject thought win ever., art guess like house cold laugh space. without relationship possible pressure take reach way. learn wish trial audience nothing."
serv232,service,insurance underwriting,"whole voice win energy. word serious later.
perform compare interest stuff program ever determine floor. process then price recognize.",0.0,0.0,technology,"data analytics, software solutions, security systems",thermal coal,"nauru, iraq, eswatini, china, saint kitts and nevis",$1000-$5000,limited,"market research analyst, aws certified solutions architect, budtender",2019-10-15,medium,low,medium,"innovative, data-driven","harvest one cannabis, medmen enterprises, mpx bioceutical",medium,leadership skills,low,,high,medium,non-compliant,high,"press conferences, posters, customer surveys, print advertising","offer good page value agent necessary bank myself. collection agree establish food. statement begin student onto beautiful former it., reality space while bag social focus machine. wonder example which pick get.\nmuch possible onto bit sell.\nnearly past top. season part writer almost near rock modern. baby owner ok director work., moment number ahead modern. establish environment deal. money truth major stock information sort talk.\nnature give pay agency speech. here company church nice onto give effort."
pro233,product,farming equipment,represent development small specific wide per. force space add but set single discuss. seem provide ground top treat i culture. seven act treatment energy image.,0.0,0.0,technology,"hardware solutions, data analytics","recreational facilities and services, residential construction","kiribati, sierra leone, italy, maldives, chile",>$50000,unavailable,"financial planner, business manager",1981-04-02,low,low,high,"mobile-friendly, sustainable","planet 13 holdings, jushi holdings, the green organic dutchman, indiva",low,"mandarin, german, availability",low,,medium,medium,non-compliant,medium,"ebay, media kits, sponsorships","child authority service first lead person. question including choose appear later analysis. begin give establish traditional significant., police door participant. billion marriage american what dark. could physical member section within different need."
serv236,service,educational seminars,"water else believe.
research she election ability employee evening. fish series probably new white able.
feeling style central director candidate. song free or treat fact identify.",0.0,0.0,processing,"infusion, edibles, quality control","retail sporting goods, hydroelectric power generation, furnishings fixtures and appliances","svalbard and jan mayen islands, chile, laos",$1000-$5000,unavailable,"iso 27001 (information security management), google analytics individual qualification (gaiq)",2001-08-22,high,low,low,"scalable, user-friendly","acreage holdings, tweed, supreme cannabis, terrascend",high,"big data analytics, doctorate",low,,high,high,non-compliant,low,trade shows and events,
serv238,service,community outreach,"player pass detail story focus. energy may us impact hit wide.
organization suffer near decision assume guess case half. through compare hospital new time.",0.0,0.0,marketing,"market research, advertising, branding",railroad manufacture,seychelles,<1000,limited,,1979-06-21,medium,medium,medium,"high precision, fast delivery","canopy growth corporation, green thumb industries, jushi holdings",high,"teamwork, citizenship",low,,low,medium,non-compliant,high,"product launches, banner ads","sport increase what artist. prepare sing popular surface suffer foreign.\nyet much city floor generation., win spring everything speech weight green. way can spring child low kind of partner. first war everything development., six remember concern where single none probably work. sing specific detail itself could. act guess or. even experience director too."
serv240,service,advocacy campaign management,to degree message role home. fast physical some almost call idea often rest. top other behind.,0.0,0.0,accessories,"merchandise, apparel, storage solutions","executive search services, fashion, security","cote d'ivoire (ivory coast), chile, morocco, christmas island, germany",$5000-$10000,unavailable,,1988-10-02,high,medium,low,"mobile-friendly, high capacity, compact design","high times, acreage holdings, harvest health & recreation, curaleaf holdings",medium,"standing for long periods, minimum experience level",high,,low,medium,compliant,high,panel discussions,
serv242,service,compliance services,"sing success accept eat. surface consider job month.
value ball law parent. shake as agency. your thing organization reality class third collection.",0.0,0.0,cultivation,"indoor growing, organic farming, greenhouse growing",trade shows,"malawi, italy, reunion, aland islands, austria",$10000-$50000,limited,"oracle certified professional (ocp), itil (information technology infrastructure library)",1989-05-29,medium,high,low,high performance,"cronos group, acreage holdings, marimed, green thumb industries",high,"availability, software development kit (sdk)",medium,,low,low,compliant,medium,"billboards, brand ambassadors, industry journals","book data impact strong. and security glass forget attention could feeling.\ngoal require change dinner way method everyone. environmental ten pressure., leave about memory color view cause worker. power theory understand american either attack low public.\nlittle church story move her. various quality rule enter quite moment finish."
pro243,product,product certification,"understand part instead popular. law source to. forget should citizen risk. peace crime station their officer.
include fund attack account. want get heart late vote both whether note.",0.0,0.0,retail,"point of sale systems, dispensaries, online sales","lumber and wood production, electronic and precision equipment maintenance, alternative medicine","rwanda, romania",<1000,available,,1981-04-30,high,low,low,"cloud-based, high precision","valens groworks, tweed, acreage holdings, planet 13 holdings",medium,technical certifications,low,,medium,low,compliant,medium,media kits,"increase run medical perform team. loss new walk resource act impact.\ndraw good memory scientist task hold.\ndo option husband. name avoid really help., quality time voice magazine style. explain culture risk. bank respond say during discover. real give until.\nour collection beat. full time month. above down order same late late whole."
pro245,product,product compliance auditing,effect court until who. ball energy seat dark tell they. threat act scene.,0.0,0.0,education,"workshops and seminars, industry reports",biotechnology,"angola, zimbabwe, iraq",>$50000,unavailable,certified data management professional (cdmp),1996-05-08,low,medium,low,cost-effective,"organigram holdings, hexo corp",high,"data encryption, associate's degree",medium,,medium,low,compliant,medium,"transit ads, sports sponsorships",
pro247,product,product ingredient sourcing,"himself wrong full cut. different stand while dark. those maybe recently.
leader get great quality. miss wish style energy. outside bed leader there.",0.0,0.0,retail,delivery services,"residential mental health, medical distribution, beverages - non-alcoholic","zambia, lithuania, cyprus",$0,limited,"lighting technician, change management specialist",1997-11-20,high,medium,low,innovative,mpx bioceutical,high,"associate's degree, availability, leadership skills",low,,high,low,non-compliant,low,press conferences,"nearly once high let seat stuff law. build i agreement meet spend international situation environmental. west memory before environmental would., half region by eat every. conference feeling sister. oil let control.\nsmile bit establish establish yeah party. nearly score individual pretty eye magazine. what never time view should., truth reason manage maintain buy. buy this project hit beautiful."
pro249,product,seed genetics research,soldier plant example paper find hot. real to ago community baby our school. without walk everybody off whom leave nice.,0.0,0.0,marketing,advertising,"shell companies, solar, physicians","bolivia, belarus, eritrea, congo, slovenia",$10000-$50000,limited,,2002-07-03,low,high,medium,"cost-effective, flexible, environmentally friendly","emblem cannabis, the flowr corporation",medium,"other (specify), iot integration",low,,high,medium,compliant,medium,"referral programs, video marketing, remarketing campaigns",
serv252,service,insurance services,"see involve western respond question especially. trouble including hundred push.
little step training relationship son whatever. truth central share put. want item home light.",0.0,0.0,accessories,"apparel, storage solutions, merchandise",renewables and environment,"saint helena, philippines, jersey",>$50000,unavailable,,2009-12-09,medium,high,low,ai-integrated,"organigram holdings, curaleaf holdings, harvest one cannabis",medium,"standing for long periods, iot integration",high,,low,low,compliant,high,"referral programs, amazon, trade shows and events",
