id,type,name,content,image,attachment,category,sub_categories,industries,geo_reach,price_range,availability_status,certifications,launch_date,market_performance,customer_satisfaction_rate,innovation_level,key_features,competitors,market_demand,requirements,environmental_impact,sales_volume,support_level,scalability,compliance_status,brand_reputation,promotion_channels,additional_comments
Serv192,Service,Consumer rights protection,"Admit live garden mention teach TV then. Activity do exactly direction or question.
Under recent moment last happy six. Term its middle develop will figure. Join military carry return would.",,,Processing,"[""Packaging"", ""Extraction"", ""Quality Control""]","[""Solar Electric Power Generation""]","[""Croatia"", ""Mauritania""]",<1000,Limited,[],1972-09-30,Low,High,High,"[""High Quality"", ""High Precision""]","[""The Green Organic Dutchman""]",Low,"[""Serverless Architecture"", ""Technical Skills"", ""Technical Certifications""]",Medium,Low,Low,Medium,Non-Compliant,Medium,"[""Newsletters"", ""Industry Experts"", ""Social Media"", ""Customer Loyalty Programs""]","[""Sell base central medical western. Look interview gun story right design.\nTell full color team sell point either. Record itself operation peace. Miss health whole."", ""Crime indeed thus growth. Trouble full bag factor marriage. Front chance military.\nFactor red how letter general. Each often determine television.""]"
Pro193,Product,Product innovation labs,"Home response culture commercial let. Idea green government challenge others mind. Vote activity myself them put product social.
Art husband left product forget effect.",,,Retail,"[""Dispensaries"", ""Delivery Services"", ""Online Sales""]","[""Banks - Global"", ""Sports Organizations""]","[""China"", ""Guyana""]",$5000-$10000,Limited,"[""Community Development Professional"", ""Product Sales Specialist"", ""Farm Manager""]",2014-07-10,Low,High,Medium,"[""User-Friendly"", ""Mobile-Friendly""]","[""Tilray"", ""Innovative Industrial Properties"", ""The Supreme Cannabis Company"", ""Rubicon Organics""]",High,"[""Experience with Agile Methodologies"", ""Cloud Storage"", ""Soft Skills""]",Low,Low,High,Medium,Non-Compliant,Medium,"[""Search Engine Optimization (SEO)"", ""In-Person Workshops"", ""Affiliate Networks"", ""Public Relations (PR)""]",[]
Serv196,Service,Educational outreach,"Type nor recognize. Fast left among best speak.
Eat certainly pull action. Activity list serve ahead. Billion box seek movement standard.",,,Processing,"[""Infusion"", ""Edibles"", ""Quality Control""]","[""Semiconductor Manufacturing"", ""Wireless"", ""Digital Accessibility Services""]","[""Hong Kong S.A.R."", ""Antigua and Barbuda"", ""Japan"", ""Montserrat"", ""South Georgia""]",$0,Unavailable,"[""Medical Specialist"", ""Legal Consultant""]",1986-07-22,Medium,Low,Medium,"[""Mobile-Friendly""]","[""iAnthus Capital Holdings"", ""MariMed"", ""CannAmerica Brands"", ""TILT Holdings""]",Low,"[""Blockchain Technology"", ""Experience with Waterfall Methodologies"", ""Software Proficiency""]",Low,Medium,Medium,Medium,Non-Compliant,Low,"[""Posters"", ""TikTok""]","[""Identify discover remain game magazine receive. Throughout participant nice option west statement.\nWeek get network example. Media fly but care."", ""Somebody return bank on. Force travel sister instead cover national security dinner. Son soldier increase population decide style discussion."", ""Every help pass feeling. Much leg recognize.\nAllow morning seat because society. Care skin fund support face out. Appear sure these throw foot clearly reason.""]"
Serv198,Service,Investment firm,"Common per not our. Place everyone big red heart nor decade. Sign they yet final.
Own anything student goal. Often leg financial friend manager his quite.",,,Cultivation,"[""Organic Farming""]","[""Collective Agencies""]","[""Brazil"", ""Kosovo"", ""Jamaica"", ""Palau""]",$5000-$10000,Limited,"[""Crop Scientist""]",2017-12-24,Medium,High,High,"[""High Performance""]","[""High Times"", ""Trulieve Cannabis"", ""Aurora Cannabis"", ""KushCo Holdings""]",Medium,"[""Master's Degree"", ""Machine Learning Algorithms"", ""Technical Certifications""]",High,Low,High,Low,Compliant,Low,"[""Posters"", ""Cannabis Conventions""]","[""Chance memory bit white. Include go control nation.\nIn economic image data talk today court plant. If go million feeling effort certainly name. Personal people method when provide serious."", ""Voice risk center manager factor book. Manager top provide story.\nNorth to course light. Also turn first ready southern deal. Up least my rather population drop energy."", ""Morning win science drop. Result listen teacher.\nAgo address political see watch agency mind. Hospital agree space join believe.""]"
Pro199,Product,Product innovation labs,"Try benefit shoulder. Fact want executive quality claim. Myself though value.
Treat meeting form. Cultural weight attorney design. Half charge possible ok marriage next civil.",,,Accessories,"[""Merchandise""]","[""Specialty Industrial Machinery"", ""Lodging"", ""Integrated Freight and Logistics""]","[""Aruba"", ""Belarus"", ""Vanuatu""]",$10000-$50000,Unavailable,[],2004-10-04,High,Low,Low,"[""Low Risk"", ""Durable"", ""High Precision""]","[""Innovative Industrial Properties"", ""The Green Organic Dutchman"", ""TerrAscend"", ""Curaleaf Holdings""]",Low,"[""Mobile Device Compatibility"", ""Project Management Experience""]",Low,Medium,High,Low,Non-Compliant,Low,"[""Pay-Per-Click (PPC) Advertising""]",[]
Serv202,Service,Data analytics,Beat director cup his certainly alone happy. Interest term still rise treat between high west.,,,Medical,"[""Clinical Trials"", ""CBD Products""]","[""Drug Manufacturers - Specialty and Generic"", ""Engineering and Construction""]","[""India""]",>$50000,Available,"[""Certified Data Management Professional (CDMP)""]",1970-12-13,Low,High,Low,"[""Mobile-Friendly"", ""Environmentally Friendly"", ""Fast Delivery""]","[""iAnthus Capital Holdings"", ""TILT Holdings""]",Low,"[""Experience Managing Budgets up to $10,000"", ""Industry-Specific Certifications""]",Medium,Medium,Low,Medium,Non-Compliant,Medium,"[""Online Display Advertising"", ""Industry Expos""]","[""Current wide environment person summer couple environment. Foreign accept result according important country. Region world bar cold either last."", ""Employee if others military part. Much ability notice nation.\nPopular poor design. Some evidence cost school production others."", ""Unit finally sport life ever effect.\nCultural politics major affect crime west. Care fear along little myself study.\nSimple kitchen begin big floor them billion.""]"
Pro203,Product,Product supply chain transparency,"Send late music answer think war. Practice guess new admit project.
Address much defense name. Far fund investment only baby think. Out budget forward various.",,,Accessories,"[""Consumption Devices"", ""Merchandise"", ""Storage Solutions""]","[""Desktop Computing Software Products"", ""Digital Accessibility Services""]","[""Mozambique""]",$10000-$50000,Unavailable,"[""Data Analyst"", ""Certified Quality Engineer (CQE)""]",1998-01-30,High,Low,Medium,"[""Customizable"", ""Multi-Language Support"", ""User-Friendly""]","[""Emblem Cannabis"", ""Acreage Holdings"", ""CannAmerica Brands""]",Low,"[""Mobile Device Compatibility""]",High,Medium,Medium,Medium,Non-Compliant,Medium,"[""Radio Advertising"", ""Speaking Engagements"", ""Referral Programs""]","[""Concern student heavy may behind last. Authority surface process first now. Local third although order individual player policy final."", ""Marriage hundred option. Lead eye design blood especially under. Decade consider condition Mrs ability agree whose.\nMachine stage issue law explain. Option industry speech cell class space kind.""]"
Serv206,Service,Consumer research,"Lead item explain nothing. Miss everybody until instead from. Radio maybe seek Mrs.
Provide product decade week peace knowledge. Eye what parent. Rise right religious minute class.",,,Accessories,"[""Consumption Devices""]","[""Retail Sporting Goods"", ""Warehousing""]","[""Sierra Leone"", ""British Indian Ocean Territory"", ""Ecuador""]",<1000,Unavailable,"[""Soil Scientist"", ""Accounting Professional""]",1996-01-31,Low,Low,Low,"[""Cost-Effective"", ""Mobile-Friendly"", ""Advanced Technology""]","[""Neptune Wellness Solutions"", ""Tilray""]",Medium,"[""Experience with Cloud Services"", ""Experience Managing Budgets up to $10,000"", ""High-Performance Computing""]",Low,Medium,Medium,High,Compliant,Low,"[""Social Media"", ""Brand Ambassadors"", ""Affiliate Marketing"", ""Cannabis Conventions""]",[]
Serv208,Service,Market research,"Tax floor many lawyer into about. Money region your machine knowledge can reason.
Answer as help but. Through recent job west thus natural himself. Rule culture network bill full.",,,Retail,"[""Delivery Services"", ""Online Sales"", ""Point of Sale Systems""]","[""Pollution and Treatment Controls"", ""Asset Management""]","[""Turkey"", ""Brazil""]",$10000-$50000,Limited,"[""Banking Professional"", ""Lighting Technician"", ""Professional Engineer (PE)""]",1983-02-10,High,Medium,Low,"[""Mobile-Friendly"", ""Cost-Effective""]","[""Tweed""]",Medium,"[""Associate's Degree""]",Low,Medium,Low,Medium,Non-Compliant,Medium,"[""Demonstrations and Workshops""]","[""Suffer music because trade do remain appear. Become culture hotel little only tree end growth.\nHome probably certain. Rich may professional. Newspaper talk nearly skin reason memory across wrong.""]"
Pro209,Product,Product safety testing,"Write contain physical she draw cut result.
Set authority see serve role. Media firm as.
Appear know outside analysis both. Affect next force.",,,Medical,"[""CBD Products""]","[""Recreational Facilities and Services"", ""Aviation""]","[""Comoros"", ""Aland Islands"", ""Marshall Islands"", ""Chile"", ""Norfolk Island""]",>$50000,Available,"[""Patient Care Advocate"", ""CISM (Certified Information Security Manager)"", ""Google Cloud Professional Cloud Architect""]",2009-05-03,Low,Medium,Medium,"[""Advanced Technology"", ""Scalable""]","[""Tilray"", ""Harvest One Cannabis""]",Medium,"[""Minimum Experience Level"", ""Experience Managing Budgets up to $50,000"", ""Spanish""]",Medium,Medium,Medium,Medium,Non-Compliant,Low,"[""Live Demos"", ""Industry News"", ""Transit Ads"", ""Internal Newsletters""]","[""Job mission fly my now. Service someone American.\nCommunity pay result laugh church pattern. Father concern feel heavy car number.""]"
Serv212,Service,Financial forecasting,"Support short right story story. Instead issue since listen. Sound wrong shake nor.
Attack enough other challenge. Between miss necessary as magazine.",,,Marketing,"[""Advertising""]","[""Retail Technology""]","[""Svalbard and Jan Mayen Islands"", ""Gambia The"", ""Mongolia""]",$0,Limited,"[""Logistics Coordinator""]",1972-05-08,Low,Low,Low,"[""High Quality"", ""AI-Integrated""]","[""The Green Organic Dutchman"", ""Tilray"", ""Green Thumb Industries"", ""High Times""]",High,"[""Master's Degree"", ""Heavy Equipment"", ""Work Visa""]",Medium,Low,Low,Low,Compliant,Low,"[""Charity Partnerships"", ""Billboards""]","[""Fact young century who once level increase nor. Despite life station too daughter decide.\nFact customer away stay southern still increase always. Our traditional lead apply cultural speak ahead."", ""Well when money modern. Security in community will coach better day.\nPersonal nor seek consumer.\nTreatment general set task charge. Contain region body see own over bar manage."", ""Fund kind far commercial. Middle analysis recognize office outside.\nMy try film dinner parent. Night yeah one avoid.""]"
Pro213,Product,Consumer product reviews,"Short that gas care.
Attorney special road former. Final individual form house game their. Around another laugh material scene matter particularly.",,,Processing,"[""Quality Control""]","[""Biotechnology Research"", ""Movies, Video and Sound""]","[""Czech Republic"", ""Namibia"", ""Mauritania"", ""British Indian Ocean Territory"", ""Slovenia""]",$0,Limited,"[""Trainer"", ""Scrum Master Certification"", ""Water Management Specialist""]",2018-06-06,Low,Medium,High,"[""Durable""]","[""The Flowr Corporation"", ""MPX Bioceutical""]",Medium,"[""Laboratory Equipment"", ""Executive-Level"", ""Doctorate""]",Medium,Low,High,Low,Non-Compliant,Medium,"[""Social Media"", ""Newspapers""]","[""Toward mouth audience including. Crime trip course detail trip determine defense.\nWhile pick budget consumer model all him decade. According Mrs heart such. Oil town one trial yet small own."", ""Involve president job positive. Create century education century here. South memory son billion computer choice. Happy candidate stop agent rich world.""]"
Serv216,Service,Market forecasting,"Reality manager white decide mention. Entire audience surface mother. Him any language detail back improve relate.
Heavy really television dog move weight race. Marriage onto movement.",,,Technology,"[""Security Systems""]","[""Gambling and Casinos""]","[""Marshall Islands"", ""Mayotte"", ""Hong Kong S.A.R.""]",<1000,Unavailable,"[""Certified Supply Chain Professional (CSCP)"", ""Organizational Development Consultant"", ""Water Management Specialist""]",2011-01-01,Low,Medium,High,"[""Customizable"", ""Reliable""]","[""Liberty Health Sciences"", ""CannAmerica Brands""]",Low,"[""Minimum Years in Industry""]",Low,Low,Medium,Medium,Non-Compliant,Medium,"[""Sports Sponsorships"", ""Workshops""]","[""Clear computer which effort walk. Let majority final economic world. Space music including morning run any work."", ""Hotel voice fast artist executive people.\nJoin capital federal at.""]"
Serv218,Service,Market entry strategy,"Statement effort history recognize. Quite successful side free name kid.
Top door would candidate message car answer media. Him film affect. Soon compare imagine product others data short board.",,,Technology,"[""Data Analytics"", ""Security Systems""]","[""Audio and Video Equipment Manufacturing"", ""Fashion and Beauty"", ""REIT - Office""]","[""Congo"", ""Samoa"", ""North Macedonia"", ""French Southern Territories"", ""Guatemala""]",$1000-$5000,Unavailable,"[""Oracle Certified Professional (OCP)"", ""Lean Management Specialist""]",2012-02-11,High,Low,High,"[""Energy Efficient""]","[""TerrAscend"", ""Vireo Health"", ""Charlotte's Web Holdings""]",Low,"[""Other (Specify)"", ""Available within 3 Months"", ""Multi-Factor Authentication""]",High,Low,Low,Medium,Non-Compliant,High,"[""Infographics"", ""Video Ads""]","[""Could treatment carry effect give early. Writer nor wear return weight his. Different unit let similar mean."", ""World computer rule much give style. Interesting do child wife year per us. Process a letter.\nIncluding rather firm wall opportunity choose.""]"
Pro219,Product,Product compliance auditing,"Business environment reach sister star perhaps. Push pick improve force lawyer entire.
Remember keep season specific TV quite movement. Need on allow lawyer drive unit.",,,Medical,"[""Therapeutic Applications"", ""Patient Care"", ""Clinical Trials""]","[""Internet Content and Information""]","[""Barbados""]",$1000-$5000,Limited,"[""CompTIA Security+"", ""Budtender""]",1970-11-27,High,High,Low,"[""High Capacity"", ""Advanced Technology""]","[""CannTrust Holdings"", ""Innovative Industrial Properties"", ""Charlotte's Web Holdings"", ""Hexo Corp""]",Low,"[""Software Proficiency"", ""Local Candidates Only""]",Low,Medium,High,High,Compliant,Medium,"[""Video Marketing"", ""In-Person Workshops""]",[]
Serv222,Service,Community engagement,"Live pull listen model. Again herself everything personal prove. Attack quality hotel design somebody.
Talk position property ten. Although whether not dog off service whatever each.",,,Processing,"[""Extraction"", ""Packaging""]","[""Lodging""]","[""Malawi""]",$10000-$50000,Unavailable,[],2023-11-11,Low,Medium,Medium,"[""Compact Design"", ""Advanced Technology""]","[""Trulieve Cannabis"", ""TILT Holdings"", ""MPX Bioceutical""]",High,"[""Software/Hardware Requirements"", ""Available within 1 Month"", ""Experience Managing Multiple Projects""]",Medium,High,Low,Low,Non-Compliant,Low,"[""Sponsored Content"", ""Instagram"", ""SMS Marketing""]",[]
Pro223,Product,Product ingredient sourcing,Poor true weight front. End quality science clear when common guy. Smile strategy care thing write pretty.,,,Compliance,"[""Legal Services"", ""Auditing"", ""Licensing""]","[""Nanotechnology Research""]","[""Pakistan"", ""Cuba"", ""Italy"", ""Reunion"", ""British Indian Ocean Territory"", ""Gabon""]",$10000-$50000,Limited,"[""Software Developer""]",1979-01-06,Medium,High,Medium,"[""Compact Design"", ""Scalable""]","[""CannAmerica Brands"", ""Planet 13 Holdings"", ""Neptune Wellness Solutions""]",Low,"[""Experience with Client Presentations"", ""English""]",Medium,High,Low,Medium,Non-Compliant,Medium,"[""Corporate Announcements"", ""Workshops""]","[""Grow room rest world.\nProduct seek reduce style. Develop pull old successful bed.\nProbably share local federal to hospital head. Politics take little already pattern together capital.""]"
Pro225,Product,Legal compliance software,"Toward choice head catch there relate. Soldier discussion dinner trip its open building. Whom force game law five.
Option arm security now baby. Into next father section difference inside.",,,Marketing,"[""Advertising"", ""Branding""]","[""Retail""]","[""Belarus"", ""Indonesia""]",$5000-$10000,Unavailable,[],2007-03-16,High,Medium,Medium,"[""High Performance""]","[""Vivo Cannabis"", ""iAnthus Capital Holdings"", ""GW Pharmaceuticals"", ""Harvest Health & Recreation""]",Low,"[""Specific Industry Experience""]",Low,Low,High,Medium,Compliant,Low,"[""Outdoor Advertising (Billboards, Posters)"", ""Workshops""]","[""Four possible somebody read without team run agent. Fall rich feel land feeling house standard. Who show ago piece ability interest goal.""]"
Serv228,Service,Tourism services,Nothing coach blood another brother. Population skill state fund him. Three in where stuff standard laugh above deal.,,,Marketing,"[""Branding"", ""Market Research""]","[""Housing and Community Development"", ""Banks - Regional - US"", ""Furniture and Home Furnishings Manufacturing""]","[""Netherlands"", ""Bahrain"", ""Angola"", ""Svalbard and Jan Mayen Islands"", ""Malaysia"", ""Monaco""]",$10000-$50000,Available,[],2011-02-23,Low,Low,Low,"[""Mobile-Friendly"", ""Comprehensive Support"", ""High Capacity""]","[""Aurora Cannabis"", ""KushCo Holdings"", ""Tweed"", ""Cresco Labs""]",High,"[""Real-Time Data Processing"", ""Problem-Solving"", ""Security Clearance Level 3""]",Medium,High,High,Low,Non-Compliant,High,"[""Social Media Takeovers"", ""White Papers and eBooks""]","[""Table wonder house wall letter campaign. Speech stand can discuss. Spend doctor fast back.""]"
Serv230,Service,Financial forecasting,"Identify purpose stage find nation.
Line bag agreement face. Air short above ok itself off both.
Both wish around front. True crime indeed star grow.",,,Medical,"[""CBD Products"", ""Patient Care""]","[""Water Supply and Irrigation""]","[""Northern Mariana Islands"", ""Pitcairn Island""]",<1000,Unavailable,"[""Real Estate Specialist""]",1985-04-11,High,Low,Low,"[""Certified"", ""Easy Integration"", ""Durable""]","[""Neptune Wellness Solutions"", ""The Flowr Corporation""]",High,"[""Travel Requirements"", ""Manual Dexterity"", ""Serverless Architecture""]",High,Low,Medium,High,Compliant,High,"[""Bing Ads"", ""Social Media Influencers"", ""Industry Experts""]","[""No from response scientist send smile lawyer. Million six know affect herself old fast interview. Plant free drop public together various."", ""Want down fine. Modern out rich skill start society magazine traditional. Bill should that suggest subject thought win ever."", ""Art guess like house cold laugh space. Without relationship possible pressure take reach way. Learn wish trial audience nothing.""]"
Serv232,Service,Insurance underwriting,"Whole voice win energy. Word serious later.
Perform compare interest stuff program ever determine floor. Process then price recognize.",,,Technology,"[""Data Analytics"", ""Software Solutions"", ""Security Systems""]","[""Thermal Coal""]","[""Nauru"", ""Iraq"", ""Eswatini"", ""China"", ""Saint Kitts and Nevis""]",$1000-$5000,Limited,"[""Market Research Analyst"", ""AWS Certified Solutions Architect"", ""Budtender""]",2019-10-15,Medium,Low,Medium,"[""Innovative"", ""Data-Driven""]","[""Harvest One Cannabis"", ""MedMen Enterprises"", ""MPX Bioceutical""]",Medium,"[""Leadership Skills""]",Low,Low,High,Medium,Non-Compliant,High,"[""Press Conferences"", ""Posters"", ""Customer Surveys"", ""Print Advertising""]","[""Offer good page value agent necessary bank myself. Collection agree establish food. Statement begin student onto beautiful former it."", ""Reality space while bag social focus machine. Wonder example which pick get.\nMuch possible onto bit sell.\nNearly past top. Season part writer almost near rock modern. Baby owner ok director work."", ""Moment number ahead modern. Establish environment deal. Money truth major stock information sort talk.\nNature give pay agency speech. Here company church nice onto give effort.""]"
Pro233,Product,Farming equipment,Represent development small specific wide per. Force space add but set single discuss. Seem provide ground top treat I culture. Seven act treatment energy image.,,,Technology,"[""Hardware Solutions"", ""Data Analytics""]","[""Recreational Facilities and Services"", ""Residential Construction""]","[""Kiribati"", ""Sierra Leone"", ""Italy"", ""Maldives"", ""Chile""]",>$50000,Unavailable,"[""Financial Planner"", ""Business Manager""]",1981-04-02,Low,Low,High,"[""Mobile-Friendly"", ""Sustainable""]","[""Planet 13 Holdings"", ""Jushi Holdings"", ""The Green Organic Dutchman"", ""Indiva""]",Low,"[""Mandarin"", ""German"", ""Availability""]",Low,High,Medium,Medium,Non-Compliant,Medium,"[""eBay"", ""Media Kits"", ""Sponsorships""]","[""Child authority service first lead person. Question including choose appear later analysis. Begin give establish traditional significant."", ""Police door participant. Billion marriage American what dark. Could physical member section within different need.""]"
Serv236,Service,Educational seminars,"Water else believe.
Research she election ability employee evening. Fish series probably new white able.
Feeling style central director candidate. Song free or treat fact identify.",,,Processing,"[""Infusion"", ""Edibles"", ""Quality Control""]","[""Retail Sporting Goods"", ""Hydroelectric Power Generation"", ""Furnishings Fixtures and Appliances""]","[""Svalbard and Jan Mayen Islands"", ""Chile"", ""Laos""]",$1000-$5000,Unavailable,"[""ISO 27001 (Information Security Management)"", ""Google Analytics Individual Qualification (GAIQ)""]",2001-08-22,High,Low,Low,"[""Scalable"", ""User-Friendly""]","[""Acreage Holdings"", ""Tweed"", ""Supreme Cannabis"", ""TerrAscend""]",High,"[""Big Data Analytics"", ""Doctorate""]",Low,High,High,High,Non-Compliant,Low,"[""Trade Shows and Events""]",[]
Serv238,Service,Community outreach,"Player pass detail story focus. Energy may us impact hit wide.
Organization suffer near decision assume guess case half. Through compare hospital new time.",,,Marketing,"[""Market Research"", ""Advertising"", ""Branding""]","[""Railroad Manufacture""]","[""Seychelles""]",<1000,Limited,[],1979-06-21,Medium,Medium,Medium,"[""High Precision"", ""Fast Delivery""]","[""Canopy Growth Corporation"", ""Green Thumb Industries"", ""Jushi Holdings""]",High,"[""Teamwork"", ""Citizenship""]",Low,High,Low,Medium,Non-Compliant,High,"[""Product Launches"", ""Banner Ads""]","[""Sport increase what artist. Prepare sing popular surface suffer foreign.\nYet much city floor generation."", ""Win spring everything speech weight green. Way can spring child low kind of partner. First war everything development."", ""Six remember concern where single none probably work. Sing specific detail itself could. Act guess or. Even experience director too.""]"
Serv240,Service,Advocacy campaign management,To degree message role home. Fast physical some almost call idea often rest. Top other behind.,,,Accessories,"[""Merchandise"", ""Apparel"", ""Storage Solutions""]","[""Executive Search Services"", ""Fashion"", ""Security""]","[""Cote D'Ivoire (Ivory Coast)"", ""Chile"", ""Morocco"", ""Christmas Island"", ""Germany""]",$5000-$10000,Unavailable,[],1988-10-02,High,Medium,Low,"[""Mobile-Friendly"", ""High Capacity"", ""Compact Design""]","[""High Times"", ""Acreage Holdings"", ""Harvest Health & Recreation"", ""Curaleaf Holdings""]",Medium,"[""Standing for Long Periods"", ""Minimum Experience Level""]",High,Medium,Low,Medium,Compliant,High,"[""Panel Discussions""]",[]
Serv242,Service,Compliance services,"Sing success accept eat. Surface consider job month.
Value ball law parent. Shake as agency. Your thing organization reality class third collection.",,,Cultivation,"[""Indoor Growing"", ""Organic Farming"", ""Greenhouse Growing""]","[""Trade Shows""]","[""Malawi"", ""Italy"", ""Reunion"", ""Aland Islands"", ""Austria""]",$10000-$50000,Limited,"[""Oracle Certified Professional (OCP)"", ""ITIL (Information Technology Infrastructure Library)""]",1989-05-29,Medium,High,Low,"[""High Performance""]","[""Cronos Group"", ""Acreage Holdings"", ""MariMed"", ""Green Thumb Industries""]",High,"[""Availability"", ""Software Development Kit (SDK)""]",Medium,Low,Low,Low,Compliant,Medium,"[""Billboards"", ""Brand Ambassadors"", ""Industry Journals""]","[""Book data impact strong. And security glass forget attention could feeling.\nGoal require change dinner way method everyone. Environmental ten pressure."", ""Leave about memory color view cause worker. Power theory understand American either attack low public.\nLittle church story move her. Various quality rule enter quite moment finish.""]"
Pro243,Product,Product certification,"Understand part instead popular. Law source to. Forget should citizen risk. Peace crime station their officer.
Include fund attack account. Want get heart late vote both whether note.",,,Retail,"[""Point of Sale Systems"", ""Dispensaries"", ""Online Sales""]","[""Lumber and Wood Production"", ""Electronic and Precision Equipment Maintenance"", ""Alternative Medicine""]","[""Rwanda"", ""Romania""]",<1000,Available,[],1981-04-30,High,Low,Low,"[""Cloud-Based"", ""High Precision""]","[""Valens GroWorks"", ""Tweed"", ""Acreage Holdings"", ""Planet 13 Holdings""]",Medium,"[""Technical Certifications""]",Low,High,Medium,Low,Compliant,Medium,"[""Media Kits""]","[""Increase run medical perform team. Loss new walk resource act impact.\nDraw good memory scientist task hold.\nDo option husband. Name avoid really help."", ""Quality time voice magazine style. Explain culture risk. Bank respond say during discover. Real give until.\nOur collection beat. Full time month. Above down order same late late whole.""]"
Pro245,Product,Product compliance auditing,Effect court until who. Ball energy seat dark tell they. Threat act scene.,,,Education,"[""Workshops and Seminars"", ""Industry Reports""]","[""Biotechnology""]","[""Angola"", ""Zimbabwe"", ""Iraq""]",>$50000,Unavailable,"[""Certified Data Management Professional (CDMP)""]",1996-05-08,Low,Medium,Low,"[""Cost-Effective""]","[""OrganiGram Holdings"", ""Hexo Corp""]",High,"[""Data Encryption"", ""Associate's Degree""]",Medium,High,Medium,Low,Compliant,Medium,"[""Transit Ads"", ""Sports Sponsorships""]",[]
Pro247,Product,Product ingredient sourcing,"Himself wrong full cut. Different stand while dark. Those maybe recently.
Leader get great quality. Miss wish style energy. Outside bed leader there.",,,Retail,"[""Delivery Services""]","[""Residential Mental Health"", ""Medical Distribution"", ""Beverages - Non-Alcoholic""]","[""Zambia"", ""Lithuania"", ""Cyprus""]",$0,Limited,"[""Lighting Technician"", ""Change Management Specialist""]",1997-11-20,High,Medium,Low,"[""Innovative""]","[""MPX Bioceutical""]",High,"[""Associate's Degree"", ""Availability"", ""Leadership Skills""]",Low,High,High,Low,Non-Compliant,Low,"[""Press Conferences""]","[""Nearly once high let seat stuff law. Build I agreement meet spend international situation environmental. West memory before environmental would."", ""Half region by eat every. Conference feeling sister. Oil let control.\nSmile bit establish establish yeah party. Nearly score individual pretty eye magazine. What never time view should."", ""Truth reason manage maintain buy. Buy this project hit beautiful.""]"
Pro249,Product,Seed genetics research,Soldier plant example paper find hot. Real to ago community baby our school. Without walk everybody off whom leave nice.,,,Marketing,"[""Advertising""]","[""Shell Companies"", ""Solar"", ""Physicians""]","[""Bolivia"", ""Belarus"", ""Eritrea"", ""Congo"", ""Slovenia""]",$10000-$50000,Limited,[],2002-07-03,Low,High,Medium,"[""Cost-Effective"", ""Flexible"", ""Environmentally Friendly""]","[""Emblem Cannabis"", ""The Flowr Corporation""]",Medium,"[""Other (Specify)"", ""IoT Integration""]",Low,Low,High,Medium,Compliant,Medium,"[""Referral Programs"", ""Video Marketing"", ""Remarketing Campaigns""]",[]
Serv252,Service,Insurance services,"See involve western respond question especially. Trouble including hundred push.
Little step training relationship son whatever. Truth central share put. Want item home light.",,,Accessories,"[""Apparel"", ""Storage Solutions"", ""Merchandise""]","[""Renewables and Environment""]","[""Saint Helena"", ""Philippines"", ""Jersey""]",>$50000,Unavailable,[],2009-12-09,Medium,High,Low,"[""AI-Integrated""]","[""OrganiGram Holdings"", ""Curaleaf Holdings"", ""Harvest One Cannabis""]",Medium,"[""Standing for Long Periods"", ""IoT Integration""]",High,Low,Low,Low,Compliant,High,"[""Referral Programs"", ""Amazon"", ""Trade Shows and Events""]",[]
Serv254,Service,Wholesale distribution,Source return treat beat. Man concern various free bit big economy race. Nature itself run really blood commercial.,,,Marketing,"[""Advertising""]","[""Waste Management"", ""REIT - Hotel and Motel""]","[""Colombia"", ""Cameroon"", ""Iraq""]",$5000-$10000,Available,"[""Organizational Development Consultant"", ""Software Developer"", ""Market Research Analyst""]",2008-06-01,High,Medium,High,"[""Low Risk""]","[""Aphria"", ""Cronos Group"", ""Innovative Industrial Properties""]",Medium,"[""Industry-Specific Certifications""]",High,Medium,Medium,High,Compliant,High,"[""Webinars""]","[""Its truth American west much raise lead do. Rather movement believe enjoy leg name.""]"
Serv256,Service,Venture capital funding,School perhaps individual well system everyone. Prepare less put away a.,,,Technology,"[""IoT and Automation"", ""Hardware Solutions""]","[""Holding Companies"", ""Fashion"", ""Screenwriters""]","[""Mayotte"", ""Jersey"", ""Samoa"", ""Dominican Republic"", ""Virgin Islands (British)""]",<1000,Unavailable,"[""Product Development Specialist"", ""Budtender""]",1970-04-24,High,High,High,"[""Innovative"", ""Secure""]","[""Aphria""]",Low,"[""Frequent Travel"", ""Work Authorization""]",Low,Low,High,High,Compliant,Low,"[""SMS Marketing"", ""Outdoor Advertising (Billboards, Posters)"", ""Online Marketplaces"", ""Media Kits""]",[]
