id,title,source,url,summary,slug,entry_type,author,content,author_name,author_image,content_vector,categories,tags,address,location,week_day,published_at,created_at,updated_at
N185,Breaking News: Major Cannabis Legislation Passed,NACB,https://example.com/breaking-news-major-cannabis-legislation-passed,Area its Mrs successful.,breaking-news-major-cannabis-legislation-passed,Auto,,Entire new operation learn girl walk. President father collection determine become over hospital.,Kevin Obrien,https://picsum.photos/336/417,"[0.7776039788806168, 0.06484986828314754, 0.28110629585767155, 0.91326503712232, 0.5405660371065925, 0.23529048474508685, 0.5016556514200564, 0.507022176596213, 0.6582428255243638, 0.6956156570125112, 0.6055449456926274, 0.6917071137678237, 0.7593322374121864, 0.6370493899345525, 0.5076126704839483, 0.06035025983999509, 0.4018292235479902, 0.622434849227784, 0.8238061004971922, 0.40082186020429655, 0.1139638428045876, 0.3268415296060363, 0.21647803459684722, 0.7466791872431604, 0.7726967371109346, 0.2572684403676192, 0.9394875342981782, 0.6971521531288002, 0.8886159478665308, 0.8712349735852664, 0.9626264776251773, 0.046273310955041835, 0.5343410868402789, 0.9109139258328199, 0.005821907966063744, 0.1200046466398329, 0.8785901651477992, 0.5605324584297284, 0.16607989171026205, 0.2047874557499163, 0.9347527495766206, 0.6057460445736361, 0.9438908465686361, 0.8200717054364387, 0.3472292229214634, 0.27013504236745556, 0.7567129978227802, 0.6757134910074477, 0.007207794470860618, 0.9844494656868943, 0.8095327605641144, 0.2845084603696667, 0.44024822404782904, 0.8113612998228458, 0.31964257894988213, 0.3705742978038453, 0.34049396680120014, 0.09334073370133777, 0.26495185495467, 0.8478822100740433, 0.776452781632946, 0.6369519712128893, 0.4524423782879381, 0.8984079247076473, 0.5825003574218574, 0.9602704583068364, 0.8381787588888947, 0.7104069141226326, 0.7950165022133198, 0.9843932482961004, 0.43750165512347905, 0.4808193565403268, 0.4815800485543631, 0.06750165649918105, 0.9393453089984164, 0.5411044609409585, 0.42917195195278024, 0.8297673410681226, 0.9092649775767107, 0.6340454305964164, 0.5467070813484592, 0.4147772570424484, 0.8470470970283249, 0.2877662209705859, 0.15840809387889698, 0.7778673936129415, 0.5972969784289751, 0.8496284316249553, 0.27340381515139844, 0.6423523392576898, 0.449353017960064, 0.8209691657539829, 0.044859359043041724, 0.7264253581457508, 0.9546029697869465, 0.48456864984789216, 0.3044297301024099, 0.3362617793792282, 0.2359327331480463, 0.5309665869703678]",Extraction,['Market Trends'],"59.93105840, 30.36090960","Russia, Saint Petersburg",Tuesday,2024-05-06,2020-06-16 23:57:02.806774,2024-03-31 17:59:59.158138
N186,Innovations in Cannabis Extraction Methods,NACB,https://example.com/innovations-in-cannabis-extraction-methods,Production necessary determine.,innovations-in-cannabis-extraction-methods,Auto,,Seem center structure mission minute effort. Public affect table ten matter. Enter history race probably off.,Jane Woodard,https://dummyimage.com/567x881,"[0.4729649009101672, 0.8186768102994254, 0.38869773374918537, 0.36794832358469787, 0.14727992151031344, 0.627393600827257, 0.5178474812602677, 0.11744543226506932, 0.41730675159129904, 0.008220446115564828, 0.029574570176039705, 0.7207086413214304, 0.35730623343304013, 0.9361588744894935, 0.9125220686522522, 0.4317558582603521, 0.5701194417454357, 0.9799268643352135, 0.7791716477804654, 0.1865597010189748, 0.2359869306109701, 0.2439236658697348, 0.09228948998819786, 0.8826939302509903, 0.6912254511957866, 0.5098979910069359, 0.08347736962491714, 0.9231715396995185, 0.13583845101212122, 0.41891711436452705, 0.72477457795446, 0.043522649293059046, 0.24745898713431091, 0.15712869328313384, 0.8586041427168822, 0.5004993876092445, 0.47023942403103103, 0.36241007858238894, 0.4375078271124271, 0.5148600724811808, 0.3699202759910608, 0.5218286939974343, 0.801618137051431, 0.2692658586396467, 0.6952112944012526, 0.44974119697208914, 0.7180334720332366, 0.32900462523444984, 0.16248754610441518, 0.11151237361947752, 0.5917418422757023, 0.7856384155297703, 0.05158573024871149, 0.8110114958024528, 0.6367904649134464, 0.4012296907686629, 0.29133111923614763, 0.6575584726751962, 0.7608746784311384, 0.7096328900689145, 0.6097726516531136, 0.48250054152965194, 0.667434118275377, 0.4716868362139668, 0.41996980151287366, 0.013591050108326508, 0.679267510383087, 0.8309528271526443, 0.49230880087698403, 0.9587037022989896, 0.7896636685738664, 0.8014092921261636, 0.7568677285035232, 0.5110783317382624, 0.9235283795971128, 0.7525717561419671, 0.970891358856758, 0.7757001519753534, 0.3349616236770193, 0.6766784801303278, 0.20031721988065887, 0.7742550214619087, 0.7417495133005975, 0.8741173362394048, 0.8020546229947577, 0.03603842086866438, 0.003396173796813007, 0.3642495525262708, 0.7533870329127629, 0.20982632484130892, 0.6887539300952797, 0.6598466347345738, 0.7699580723222954, 0.26343460476525116, 0.1293750065491991, 0.2367031750212516, 0.49514754896441515, 0.13474597547391765, 0.3460608905364825, 0.158734277557409]",Health,"['Products', 'Market Trends', 'Cultivation', 'Legislation', 'Regulations']","10.77606240, 9.99919430","Nigeria, Bauchi",Sunday,2024-02-11,2023-07-09 23:28:24.574099,2021-08-12 03:16:13.229709
N187,New Trends in Cannabis Cultivation for 2024,NACB,https://example.com/new-trends-in-cannabis-cultivation-for-2024,Relate available himself per couple Congress court.,new-trends-in-cannabis-cultivation-for-2024,Auto,,Among matter response assume rule. Assume war region. Authority together own class travel according.,Daniel Parks,https://picsum.photos/874/753,"[0.887328997094124, 0.695973863801897, 0.9982351081007286, 0.690786104847301, 0.5528222566188246, 0.4579475461857322, 0.8517466066677357, 0.5889108457057275, 0.5387134590675031, 0.5366593788671508, 0.754657465853927, 0.01469323710180892, 0.40103096696940244, 0.646329184432021, 0.43953686940635495, 0.6045911528226835, 0.6533197046993907, 0.18728360945378442, 0.11266664733094367, 0.8636684348289209, 0.6981950560829409, 0.8124326748330203, 0.3866482859700574, 0.42762377313513666, 0.5998743129339441, 0.8926607586851781, 0.39644143525106135, 0.7375731278870981, 0.9383832291440568, 0.29361594874490315, 0.2080226746363626, 0.6615848402786364, 0.5400950054223329, 0.7204012960140238, 0.6156455422632708, 0.8009502391350531, 0.4295507451284658, 0.3817525329440091, 0.10512932614528125, 0.12115462769660346, 0.7559832165187197, 0.28892443205045504, 0.45110029709746446, 0.46884676561995686, 0.11900391677842914, 0.16845542045722983, 0.4123169872332154, 0.8277840431297959, 0.9517471404179054, 0.5978556994694414, 0.6172593281049011, 0.6308384271780715, 0.47730396425651, 0.7356942089876516, 0.4743242213766651, 0.5484103260763807, 0.028760471532888632, 0.8745329654106331, 0.6666540622357201, 0.4753472065876443, 0.26538902353396154, 0.6341022234071848, 0.7424608782308769, 0.344974916065246, 0.9588940828118944, 0.4862958778962091, 0.422979885241869, 0.13649129829538587, 0.764301480618989, 0.052617226929212224, 0.6676365301075301, 0.46761057336837697, 0.49616086492034284, 0.7654806826310893, 0.881540202057239, 0.8498406173316085, 0.1835579756689043, 0.17131027664672116, 0.1575717502051014, 0.524991153390356, 0.8204411474605314, 0.7906031709229879, 0.3455034714947095, 0.9072809134589596, 0.5594349065472161, 0.10477860131754069, 0.6876400687451844, 0.16760856040158434, 0.39085070194552674, 0.6218980097081906, 0.2711878280520087, 0.7786937413911825, 0.07595335659913549, 0.5727975067286846, 0.06415763956551324, 0.8458012493044783, 0.2594407471250343, 0.4097250880687482, 0.828591435103243, 0.983226797684403]",Cultivation,"['Retail', 'Products', 'Cultivation', 'Cannabis', 'Technology']","None, None","Iceland, Southern Region",Thursday,2024-04-21,2023-09-16 04:07:08.528516,2024-06-29 09:06:33.312566
N188,New Trends in Cannabis Cultivation for 2024,NACB,https://example.com/new-trends-in-cannabis-cultivation-for-2024,Mind wear imagine attention view may board democratic.,new-trends-in-cannabis-cultivation-for-2024,Auto,,Still each him nor yet top scientist head. Not debate gas him line book throw.,Deborah Wright,https://placekitten.com/954/656,"[0.5701303937096334, 0.6029763482619857, 0.38704238133464686, 0.6915196560911312, 0.08934793942465902, 0.45256307477042523, 0.5011778729021634, 0.2622925132964409, 0.3088347826327916, 0.22427179829174748, 0.7578002816977555, 0.856243885054204, 0.19486578631405416, 0.6768653050053423, 0.7320714966232217, 0.11719403328033351, 0.5397225847812596, 0.4870853180357875, 0.5710716603865829, 0.7613706975237998, 0.5994986407303463, 0.5394582445356165, 0.9690459567035027, 0.6789224695236059, 0.38970700285463045, 0.7342115801698064, 0.3790140748172467, 0.3555814398199736, 0.6947119890221215, 0.1929137952369422, 0.38335562422774294, 0.7712283811636244, 0.838649967979244, 0.32399662577175203, 0.0023734505168854225, 0.5348586197515232, 0.41671081286862643, 0.06593015842067329, 0.4099545976804664, 0.4241499187252945, 0.1220922619742647, 0.2156518896122569, 0.3174532297340935, 0.44281437750114594, 0.3577992996471121, 0.05704579044621105, 0.8253934899391995, 0.6964006709815991, 0.30900855201401545, 0.7426677451488035, 0.8064114040222451, 0.9952895318580689, 0.23403502616027272, 0.559466809381451, 0.952662518796971, 0.6163091976623645, 0.5496759315776668, 0.8564335062150681, 0.8049614650807615, 0.27283961714262206, 0.40226326952872016, 0.7339535801557159, 0.9911850485221603, 0.7829424577422307, 0.4259890739904387, 0.9481612882259839, 0.6481358452944403, 0.30431962326817796, 0.4305897066682073, 0.31183678494709244, 0.5670720677600116, 0.4843721129003462, 0.31964308052605206, 0.28228265848334755, 0.15230472902562553, 0.43280212411151864, 0.9272587867559169, 0.032826374193523855, 0.6485674671134742, 0.6203037682579692, 0.4220365365677503, 0.09601223662462843, 0.7230553182098581, 0.4920818033868488, 0.2832760230617689, 0.017302770578064286, 0.5324788472307113, 0.3814892693914712, 0.2255148143711161, 0.24154837256961648, 0.698692372144673, 0.9495329294630676, 0.21961812674767256, 0.5963348114152532, 0.9343668415032993, 0.4495526044179692, 0.46088014668293, 0.7844520794957337, 0.6983519593758333, 0.48867944451858736]",Products,"['Market Trends', 'Cannabis', 'Legislation', 'Innovation']","-25.06666666, -130.10000000",Pitcairn Island,Wednesday,2024-07-19,2023-08-21 02:45:54.277587,2023-05-09 14:56:41.006491
N189,Breaking News: Major Cannabis Legislation Passed,NACB,https://example.com/breaking-news-major-cannabis-legislation-passed,Entire result test concern interest.,breaking-news-major-cannabis-legislation-passed,Auto,,Military movement effect while work to even. Environment thought realize onto early. Cup war suggest yes lose.,Margaret Kerr,https://placekitten.com/532/166,"[0.343079605745261, 0.504616537682486, 0.0886328170830184, 0.454873701252561, 0.06073997062979386, 0.7888059147765166, 0.9969089891163843, 0.6517623806532152, 0.07154215851455936, 0.46238572086892027, 0.29679616632762584, 0.0006595361992005611, 0.6544703099244681, 0.7461867831578143, 0.46281742897704015, 0.8338862385639593, 0.8623934941852051, 0.3445029414786831, 0.2845078983014596, 0.9548128417946797, 0.5533105966522102, 0.19693170561173756, 0.5754665629026892, 0.12872128356949075, 0.3689779413987757, 0.8207757595568226, 0.4128373458722312, 0.9122581314551003, 0.7715582431669451, 0.08287683884803088, 0.6827963633914672, 0.8142143911022531, 0.26314885618126416, 0.808034998200105, 0.27687019328731677, 0.27564385249752477, 0.12926690275664932, 0.27591843803724303, 0.2441384308111535, 0.10456429681095825, 0.8487975505458543, 0.392258791342314, 0.31238046135538333, 0.3309613778259455, 0.7927647764593169, 0.42677873446823444, 0.12374940346894059, 0.30324343056566494, 0.14694880957472134, 0.7182781204261578, 0.23098505723624552, 0.48071339432407023, 0.7111289450467628, 0.12389339797540777, 0.7718733567731912, 0.22590326080947376, 0.3157658708459373, 0.0947307563716725, 0.8312425719114822, 0.010370449953862826, 0.8408798313666153, 0.5363168832000004, 0.12517098962624473, 0.25731178144588984, 0.3211719587199965, 0.01124606390879146, 0.10241609567422039, 0.7519819166056632, 0.7817319084639982, 0.973330087805373, 0.5893034601931685, 0.8285387832126557, 0.36528530669194303, 0.05779252253005529, 0.2257392245823412, 0.19521494946519136, 0.342471463669604, 0.8215742692203206, 0.7749538879821133, 0.5924738843934625, 0.06670569163425433, 0.3167457517526491, 0.13868816989763189, 0.20869732726149148, 0.31282416697560145, 0.8386688280481029, 0.9280521540826041, 0.9931106303057798, 0.3329765107716425, 0.6590664511112975, 0.4089447979947639, 0.8865884133513234, 0.68920949937632, 0.08446935257119759, 0.009392409505296073, 0.2894966190334365, 0.16903205881077377, 0.049290949673864715, 0.12604687847275464, 0.3772237230903922]",Technology,"['Health', 'Innovation', 'Products', 'Technology', 'Market Trends']","35.28570230, 33.84112880","Cyprus, Famagusta District (Mağusa)",Sunday,2024-02-21,2024-06-21 10:33:21.380070,2020-10-07 12:19:36.339575
N190,Cannabis Industry Boom: What You Need to Know,NACB,https://example.com/cannabis-industry-boom-what-you-need-to-know,Majority security against blue price goal.,cannabis-industry-boom-what-you-need-to-know,Manual,,During senior southern down Congress style suffer. Traditional appear purpose beyond program wall.,Micheal Nichols,https://dummyimage.com/893x380,"[0.729196395803681, 0.7876523138504794, 0.499731884678681, 0.6269562104893126, 0.27671291443882995, 0.6233705187865513, 0.08411856700354103, 0.16718698146853406, 0.7047301939050871, 0.9933667337345148, 0.9168638489297685, 0.1375861793755937, 0.34552167129220823, 0.3377710526569292, 0.03617316540154358, 0.6490319210321609, 0.0499629412119984, 0.6017660929539077, 0.32154924871917756, 0.616118239926648, 0.9509661953811723, 0.7031209993778618, 0.6379715661372457, 0.8350254499529939, 0.33223324258741427, 0.5389058055794256, 0.9829993516631166, 0.08429769067099513, 0.09992409241774225, 0.5808101270757141, 0.9227979999959408, 0.8513800683801033, 0.3533472024929205, 0.40022685061640073, 0.9006066695083389, 0.15621565883585498, 0.5234541075550876, 0.13858510152614756, 0.5810170373956309, 0.024744178572146724, 0.3253119693905445, 0.7773321387982212, 0.8340508209570626, 0.9326448837297986, 0.9665502685113447, 0.7982190613404911, 0.9040616553013918, 0.5148564287303696, 0.4563322921462001, 0.24649973478461285, 0.7530996029144739, 0.19986563154097692, 0.4770910710088965, 0.3476249158400593, 0.17521218224004753, 0.8536176542661902, 0.004684519302888712, 0.892836550910848, 0.415582721387844, 0.2479894390672791, 0.10321769806545411, 0.18855886152530643, 0.5158816104299743, 0.40383682246933705, 0.7610147504497746, 0.5154915822344047, 0.20858333391646866, 0.593781847138731, 0.4180652867920569, 0.06778236628993861, 0.42940533974562145, 0.8089785992287485, 0.5281160003969512, 0.08588471235028683, 0.06783545953998882, 0.6125672245161378, 0.4086213772263154, 0.8972837083614619, 0.7238670058385241, 0.5717991696498917, 0.10198312014089128, 0.46669337230061547, 0.43223100191935226, 0.940978444891687, 0.5882161332526716, 0.8379372479035166, 0.46952101172755045, 0.7871695189631049, 0.6405967229004795, 0.027789808194940813, 0.7647372856864114, 0.9696028528121637, 0.5874925804175491, 0.40425643177662174, 0.34596903391034584, 0.7416830721948046, 0.03560117309828603, 0.5080753986533948, 0.8609456116882832, 0.7534949321513986]",Legislation,"['Retail', 'Technology', 'Products']","47.23096600, 9.54678430","Liechtenstein, Schellenberg",Friday,2024-05-24,2023-12-04 13:21:45.931078,2023-12-31 21:55:51.729511
N191,New Trends in Cannabis Cultivation for 2024,NACB,https://example.com/new-trends-in-cannabis-cultivation-for-2024,International consider big charge.,new-trends-in-cannabis-cultivation-for-2024,Auto,,Arrive kind medical ahead. Ability shake just away meet. Help blood picture up.,Bonnie Price,https://picsum.photos/504/133,"[0.10738437633764641, 0.2088948216389941, 0.5228444751901474, 0.88638146397679, 0.5728840455437141, 0.24075244545874275, 0.9980147865074388, 0.6599005457142346, 0.9226232551196674, 0.9026885074931331, 0.941412332579389, 0.48699023537921793, 0.5023909881827678, 0.3994398735412136, 0.1947727624341543, 0.9882875560047294, 0.05687363112963506, 0.29441051907834326, 0.030821757290117935, 0.6573985369616736, 0.8467007647872619, 0.9348462960061257, 0.3790424796029316, 0.5935188540877108, 0.20487522109663914, 0.5397317757875371, 0.6306840822158978, 0.02625404273882026, 0.14886266116692126, 0.33999621041378014, 0.7385185557468272, 0.7926275837601079, 0.7987155442456212, 0.8688818843993187, 0.9830947049887455, 0.08641981607725269, 0.9398487947421519, 0.9953526394712395, 0.26653438643287086, 0.42289943924507, 0.3101990195720411, 0.4307380342887962, 0.9335272216392536, 0.034728371272275904, 0.11326544888084855, 0.9709182556702707, 0.5023898194377517, 0.8582744204285911, 0.6112936372145827, 0.0789660440882134, 0.7899031625362515, 0.9784645430720778, 0.38729130252571764, 0.3227074577564757, 0.3234507249921428, 0.03767626124952428, 0.9213697212635782, 0.4227472294747473, 0.37515394337957664, 0.19719549852377627, 0.8004214182162066, 0.4343718587218194, 0.5268077225605452, 0.4362308235738245, 0.34330072585702287, 0.8432213525144059, 0.13301467422172764, 0.7006054316421364, 0.6010747073985763, 0.7860841317173758, 0.6497944775188254, 0.37491847467261497, 0.9722225393543251, 0.49939438891923615, 0.11204579758798883, 0.16886469788726122, 0.7412845040559066, 0.9766136189050105, 0.9382927508224231, 0.7183566549556415, 0.728247530349601, 0.8047176970707556, 0.7898074108224827, 0.2528425387812411, 0.292937191759551, 0.007287610995865612, 0.6122853757009095, 0.007861150018142582, 0.7948477426355367, 0.7102397287532738, 0.8896299790448211, 0.2826784472163002, 0.7122304292373981, 0.25781610571640223, 0.31298855681570525, 0.24965866428132366, 0.25605275721983456, 0.14806510825970698, 0.4895995027276584, 0.5076217230656049]",Market Analysis,"['Products', 'Innovation']","-4.76916230, 11.86636200","Congo, Pointe-Noire",Monday,2024-07-31,2022-11-02 06:10:39.987997,2024-02-25 09:07:26.391037
N192,Cannabis Retail Strategies for Increased Sales,NACB,https://example.com/cannabis-retail-strategies-for-increased-sales,Upon address class professor.,cannabis-retail-strategies-for-increased-sales,Manual,,Whether right positive black throughout. Business network human under young general sea.,Robin Harding,https://picsum.photos/12/151,"[0.8546127108220005, 0.3078139623446752, 0.05691371939919587, 0.9135341555667842, 0.6583418356896794, 0.584622064845894, 0.690171098355993, 0.5854143967239347, 0.2392904257556142, 0.45704290252783375, 0.011334945788148088, 0.5080854771062547, 0.37832326614821554, 0.5609136243135107, 0.26454159442918346, 0.5088973884810299, 0.7708922150275729, 0.8219546043178995, 0.3153245109057954, 0.47798897394717144, 0.49091752554923174, 0.17643380782317153, 0.9615331809237304, 0.37686465700784644, 0.15659407598321984, 0.6682319277351897, 0.6274529748453891, 0.14260934519890045, 0.4805325357073116, 0.4746165612231271, 0.7274547537587892, 0.8876517439664285, 0.3572654245769846, 0.8554604563587429, 0.09349788692247196, 0.6951342000736677, 0.8382349138997716, 0.3345217359549111, 0.19328407211966303, 0.41625680795416287, 0.3095361324369371, 0.5661185966448576, 0.6456398210162858, 0.8295785283565813, 0.08566617154485479, 0.8095704625823736, 0.4265068775892996, 0.6276060282614797, 0.3033827114342368, 0.9601913001724867, 0.06143783183816098, 0.8739222461533097, 0.12046195550912142, 0.5688426985990622, 0.43785222368514487, 0.8712112713532159, 0.9397463363819666, 0.8017121509737886, 0.36974497256510497, 0.4174449677993036, 0.8231954643229837, 0.126608827680338, 0.5953580989033622, 0.5412377917501342, 0.361945743559982, 0.7272957174749777, 0.40141513407654317, 0.8590611174306815, 0.4109582732373399, 0.9701104374184901, 0.5532885540079585, 0.4667070806160264, 0.4761592359065112, 0.05111667528819852, 0.6175307204002767, 0.8090794988486464, 0.8651160638173181, 0.4013948344778626, 0.5836105434843334, 0.15980614664885218, 0.7273968223638673, 0.6486164451020637, 0.6903470876929088, 0.4610245878783926, 0.9564580195743697, 0.8227088210884784, 0.23631109995443045, 0.8017018729380198, 0.8256023581251395, 0.09744190109183004, 0.6339165146877321, 0.6250808182099987, 0.7779117710976944, 0.6276453002963052, 0.8420380118452967, 0.007687373597117908, 0.3614559628778441, 0.7077207974779354, 0.04970991881736442, 0.48856322102886374]",Health,"['Technology', 'Regulations', 'Cultivation', 'Legislation']","19.58812210, -70.98033100","Dominican Republic, Valverde Province",Thursday,2024-06-12,2023-10-20 17:11:47.015667,2022-09-28 03:04:33.016861
N193,Breaking News: Major Cannabis Legislation Passed,NACB,https://example.com/breaking-news-major-cannabis-legislation-passed,Tree certain own develop skin relationship.,breaking-news-major-cannabis-legislation-passed,Auto,,Off main himself. Event unit final back. Nature ago avoid year.,Chelsea Bailey,https://dummyimage.com/383x528,"[0.3827024240169876, 0.7042263703205087, 0.32179696648349765, 0.8763062311690913, 0.05480032530217749, 0.08409047222992028, 0.4181302290094474, 0.7430768223864541, 0.6940904272092098, 0.7277325475875993, 0.13373890378841513, 0.8268986039824253, 0.9212762419564582, 0.5081301954993925, 0.8121187220642772, 0.7171800998170803, 0.648886776584015, 0.5024690925234123, 0.3415286143202637, 0.06445691824268995, 0.2723809437898127, 0.21722092070847276, 0.7941765021709067, 0.9597847429358447, 0.2313793122412493, 0.8469709068016806, 0.7734770424245633, 0.5338699491353234, 0.24038902126862438, 0.35915991654072477, 0.860037971969627, 0.488178626326327, 0.4175676525282005, 0.8605244378566893, 0.5504822569131249, 0.2534696505948705, 0.3383224010438448, 0.38799161257055836, 0.8105393191847593, 0.3886228594948279, 0.41111680746838475, 0.9363877489075291, 0.16278343392305272, 0.10322231090224221, 0.5835685233771494, 0.9389707314496051, 0.692495633810192, 0.6239559274915085, 0.7556845287232874, 0.017002351062061938, 0.7166232600987755, 0.6438675785719352, 0.2119154910380806, 0.4083757742949081, 0.86416957803414, 0.30812280090138966, 0.0043421088165226385, 0.8775337688130317, 0.28418071761712504, 0.5731020442571656, 0.38346558135004805, 0.19886885094734463, 0.7142655184186635, 0.474578248031683, 0.15094918631685306, 0.76533230447785, 0.6728135763102188, 0.6735610273008558, 0.6267553208803378, 0.8744965392520073, 0.1924754748206936, 0.6170561812267157, 0.769192617992413, 0.9646743244427346, 0.08582231349819325, 0.947169199896804, 0.9493758601726869, 0.4888757424593496, 0.07533543236638873, 0.6213985164817573, 0.233000052188987, 0.5284769921643376, 0.395485374294546, 0.6550352228813731, 0.4964164385132538, 0.9312177909845252, 0.3501282748264749, 0.02274160764299149, 0.8200006923394892, 0.09736675537289241, 0.3194538220939773, 0.17746208653255602, 0.07587987647804795, 0.3519575222603861, 0.5834857037127, 0.7861382586854193, 0.6993391281843695, 0.07565257200647157, 0.8024790789536637, 0.5323766835838001]",Health,['Retail'],"72.00000000, -40.00000000",Greenland,Wednesday,2024-02-02,2021-12-03 06:13:44.539556,2020-10-15 02:56:17.201903
N194,Innovations in Cannabis Extraction Methods,NACB,https://example.com/innovations-in-cannabis-extraction-methods,Business soon strong happy prove national prepare.,innovations-in-cannabis-extraction-methods,Auto,,Increase record federal mind medical be score. Threat lawyer increase. Anyone president great.,Jacob Chavez,https://dummyimage.com/149x463,"[0.7919701087620552, 0.6821914046682103, 0.34601129607138525, 0.9393655740082767, 0.9249191681002208, 0.2680793017444981, 0.8115676127172033, 0.11716433642560464, 0.9577781365391145, 0.827275773493562, 0.5024553822933048, 0.39100938318872536, 0.760201647054533, 0.806665716305339, 0.7530888980823897, 0.9506960325296991, 0.3490430695009962, 0.8902684837331387, 0.7205586688596771, 0.5110613961055701, 0.047714484693279546, 0.3794465324859492, 0.9247138935570665, 0.3870176439711409, 0.8111004002490071, 0.43243782036865785, 0.5070352528520424, 0.4917454695362634, 0.7967408422770306, 0.14696703107224562, 0.8852849676087846, 0.9984074865340263, 0.487463514435316, 0.43741728006745684, 0.9455579518017996, 0.10109474351242442, 0.17736437607148814, 0.1655562782414901, 0.42563593200771177, 0.03341727753328261, 0.4911439974360092, 0.6632419421439396, 0.475941602346745, 0.9661522127182707, 0.05434372560427159, 0.5121266110112384, 0.482890621573258, 0.07379669662584731, 0.7986837052194439, 0.6343476241281699, 0.599030453668526, 0.30680053089943926, 0.5130809505122412, 0.8065246020862997, 0.13846478115703564, 0.39735463291897255, 0.861992985716658, 0.2837512101770301, 0.15351329978764594, 0.8064278974739054, 0.4739940322418643, 0.8077871924459229, 0.005819851213686222, 0.3630161636073528, 0.4166323679947107, 0.4909521393359696, 0.8887635428404023, 0.23660437978334703, 0.06031631302358387, 0.23045325944036654, 0.5849407133641336, 0.582504612118813, 0.47307233136362725, 0.26920840005662283, 0.5130488026626472, 0.39546204378507155, 0.13723572875661305, 0.6259355893221752, 0.6843786609197079, 0.4891488647383787, 0.9185356925998267, 0.025086253554856053, 0.37149600340778566, 0.3568886644202752, 0.3013890970488632, 0.7038748466825089, 0.28666161872596974, 0.6095192282864296, 0.5460232586756933, 0.5132198434307506, 0.4812334272816744, 0.6603475398887525, 0.17907058475832172, 0.21694763168200903, 0.0006104037375498361, 0.3207887131038184, 0.7143120747953803, 0.17128389565363067, 0.6183551814084178, 0.7164521952858014]",Cultivation,['Legislation'],"27.66482740, -81.51575350","Puerto Rico, Florida",Saturday,2024-02-10,2023-01-11 04:45:50.448770,2023-07-09 16:29:07.338015
N195,Cannabis Industry Boom: What You Need to Know,NACB,https://example.com/cannabis-industry-boom-what-you-need-to-know,Wonder rich audience produce worker.,cannabis-industry-boom-what-you-need-to-know,Auto,,Forward hand condition chance reflect. Movement newspaper spring require tough stuff stock. Yeah look politics road so.,Benjamin Smith,https://picsum.photos/655/659,"[0.6690162084342924, 0.6506921237845651, 0.31524702830565365, 0.1529834139024031, 0.5128229486365667, 0.38921616635928746, 0.2888456828378415, 0.12779610873837433, 0.8047783934997851, 0.4830690688853809, 0.6739068222036894, 0.7431997598086443, 0.22897527884914626, 0.22189221292685601, 0.3210938736952682, 0.8811437800627235, 0.4535457183976249, 0.8812680542524958, 0.3418208541891167, 0.5916257439209653, 0.6765954943322562, 0.16847212078451024, 0.06761126527440309, 0.48057391683315787, 0.20941283573131408, 0.4981578017315058, 0.586689571505917, 0.7460498192773098, 0.3511869701140755, 0.42226376378802843, 0.979229220717904, 0.5335430418524111, 0.5289016679269913, 0.7626274345971994, 0.18998401368307505, 0.729758712972339, 0.7635501179174552, 0.19304567498910774, 0.11754088454614797, 0.28025736356857855, 0.48605855601599113, 0.11641971035121501, 0.22190788539750372, 0.03334766489499097, 0.23196049103330063, 0.8520577829415744, 0.9583342904534556, 0.9804001199555639, 0.9322034451586848, 0.5393445614831973, 0.11706769904279479, 0.29441646603018934, 0.4337388027566593, 0.6323004266194646, 0.43631824560571886, 0.8832369553437842, 0.46417700433347475, 0.09815202857304117, 0.1694675323936966, 0.4255525132017215, 0.6776594549954822, 0.3962078375261132, 0.12281345173066249, 0.13038113713519406, 0.3901538254962298, 0.9193742057276072, 0.6042104796244453, 0.6187205355028679, 0.276932138868918, 0.7045590063365438, 0.05751511759455119, 0.3771315944784315, 0.4706731719048064, 0.5612720876959323, 0.5907144004919875, 0.21746356845520898, 0.2966364561952821, 0.6663912658917039, 0.42362136031039554, 0.7224641916260104, 0.7176064755825624, 0.4311137336100992, 0.4834681757424997, 0.15887205245485736, 0.6099390056440199, 0.769832465133513, 0.9554548713849725, 0.13136763967825615, 0.07176926197636835, 0.8292952586371348, 0.004131015980075703, 0.578676926778176, 0.776002370090928, 0.554957381580361, 0.3178754247050488, 0.828799771862592, 0.1212234470734509, 0.9901091244831562, 0.8172794988278032, 0.7273530690207787]",Legislation,"['Retail', 'Legislation', 'Market Trends', 'Health', 'Regulations']","-10.57409340, -37.38565810","Brazil, Sergipe",Sunday,2024-01-09,2023-01-08 00:21:26.794490,2024-08-06 08:01:15.687824
